LSOA11CD,IMD2019OverallScore,IMD2019IncomeScore,IMD2019EmploymentScore,IMD2019EducationScore,IMD2019HealthScore,IMD2019CrimeScore,IMD2019HousingServicesBarriersScore,IMD2019LivingEnvironmentScore,IMD2019IDACIScore,IMD2019IDAOPIScore,IMD2019ChildrenScore,IMD2019AdultScore,IMD2019GeographicalBarriersScore,IMD2019WiderBarriersScore,IMD2019IndoorsScore,IMD2019OutdoorsScore
E01000197,12.516,0.086,0.056,1.749,-1.585,0.035,26.823,34.534,0.11,0.122,-1.24,0.164,-0.894,3.578,0.483,1.057
E01000198,11.841,0.087,0.048,2.096,-1.852,-0.606,36.202,25.751,0.097,0.117,-1.262,0.179,0.574,2.372,0.053,0.944
E01000199,7.222,0.056,0.036,1.162,-2.149,-0.138,27.064,16.028,0.051,0.058,-1.324,0.138,0.209,1.683,-0.734,0.784
E01000200,9.566,0.081,0.055,1.098,-1.812,0.008,23.179,19.86,0.066,0.104,-1.436,0.145,-0.416,2.353,-0.49,0.979
E01000201,7.184,0.041,0.034,0.774,-1.855,-0.066,20.134,32.502,0.031,0.068,-1.752,0.142,-0.3,1.497,0.054,1.497
E01000202,6.735,0.053,0.031,1.508,-1.941,-0.497,25.128,23.038,0.047,0.136,-1.096,0.13,-0.268,2.493,-0.146,0.947
E01000203,15.523,0.114,0.072,5.763,-1.173,-0.564,36.786,24.962,0.132,0.187,-0.871,0.239,0.219,3.593,-0.401,1.34
E01000204,10.063,0.068,0.046,3.121,-1.795,0.3,23.008,27.209,0.061,0.114,-0.753,0.159,-0.933,2.904,-0.092,1.243
E01000205,7.725,0.053,0.035,1.073,-1.993,0.215,22.867,23.489,0.059,0.071,-1.237,0.116,0.031,1.302,-0.192,1.036
E01000206,9.118,0.013,0.012,1.793,-2.703,0.147,38.568,24.319,0.015,0.025,-1.048,0.143,1.022,1.163,-0.141,1.049
E01000207,6.585,0.042,0.035,2.896,-2.053,-0.487,22.612,27.164,0.038,0.064,-0.677,0.113,-0.266,1.955,0.181,0.883
E01000208,6.612,0.028,0.01,1.282,-2.453,0.17,26.632,22.502,0.035,0.053,-1.073,0.097,0.148,1.77,-0.716,1.336
E01000209,7.058,0.048,0.035,0.414,-1.562,-0.013,23.561,22.769,0.032,0.067,-1.528,0.083,-0.318,2.26,-0.194,0.976
E01000210,8.197,0.058,0.033,0.518,-1.85,0.359,19.894,27.374,0.071,0.075,-1.519,0.098,-0.822,2.17,-0.228,1.388
E01000211,14.568,0.112,0.072,3.225,-0.835,-0.369,30.399,27.757,0.152,0.205,-0.825,0.176,-0.748,4.033,-0.035,1.222
E01000212,10.294,0.063,0.069,0.467,-1.669,-0.219,25.312,25.698,0.064,0.048,-1.709,0.11,-0.099,2.164,0.146,0.804
E01000213,7.583,0.028,0.025,1.321,-2.218,-0.45,30.621,31.33,0.013,0.054,-1.023,0.082,0.452,1.635,0.433,0.858
E01000214,10.503,0.046,0.038,0.416,-2.082,0.283,36.7,23.936,0.044,0.089,-1.703,0.103,0.386,3.099,-0.152,1.031
E01000215,13.565,0.103,0.062,6.101,-0.575,-0.456,30.762,22.19,0.053,0.267,-0.564,0.217,-0.22,3.498,-0.302,1.029
E01000216,10.017,0.071,0.061,2.247,-1.305,-0.268,26.235,21.24,0.043,0.156,-0.942,0.15,-0.491,3.08,-0.55,1.138
E01000217,10.826,0.066,0.056,9.331,-1.212,-0.342,24.166,29.261,0.063,0.088,-0.121,0.211,-0.547,2.757,0.222,1.009
E01000218,15.33,0.104,0.071,9.755,-0.755,0.132,28.641,25.532,0.092,0.11,-0.11,0.217,-0.589,3.631,-0.16,1.179
E01000219,19.87,0.097,0.093,14.667,-0.764,0.403,34.545,31.116,0.051,0.205,0.252,0.228,-0.557,4.455,-0.494,1.85
E01000220,17.109,0.117,0.092,7.734,-0.48,-0.403,28.881,29.431,0.079,0.185,-0.269,0.206,-0.994,3.957,0.215,1.035
E01000221,45.842,0.28,0.186,23.471,0.346,1.127,55.984,29.763,0.318,0.417,0.21,0.353,0.659,5.139,-0.974,1.976
E01000222,27.098,0.163,0.13,12.267,-0.287,0.729,37.056,29.883,0.165,0.179,-0.299,0.288,-0.02,4.115,-0.191,1.553
E01000223,35.812,0.225,0.142,21.168,-0.005,0.888,47.877,28.472,0.228,0.326,-0.191,0.376,-0.019,5.44,-0.29,1.526
E01000224,19.679,0.152,0.097,14.005,-0.928,-0.054,29.827,27.142,0.215,0.155,-0.141,0.292,-0.641,3.88,0.142,0.946
E01000225,10.981,0.066,0.054,6.55,-1.052,-0.009,28.248,22.709,0.031,0.171,-0.326,0.186,-0.007,2.548,-0.584,1.283
E01000226,31.658,0.224,0.123,23.481,0.373,-0.171,41.017,30.803,0.228,0.448,-0.099,0.39,-0.561,5.186,0.517,0.634
E01000227,9.965,0.082,0.052,4.644,-1.687,-0.601,29.152,18.465,0.074,0.132,-1.151,0.234,0.004,2.718,-0.364,0.743
E01000228,12.492,0.079,0.055,5.053,-1.232,0.618,28.384,17.002,0.1,0.106,-0.731,0.215,0.225,1.914,-0.554,0.759
E01000229,21.609,0.135,0.108,11.185,-0.868,0.071,43.196,18.134,0.135,0.199,-0.282,0.27,0.462,3.999,-0.458,0.794
E01000230,7.886,0.071,0.044,8.824,-1.463,-0.336,20.598,14.054,0.067,0.114,-0.481,0.257,-0.718,2.214,-0.917,0.676
E01000231,17.628,0.103,0.063,4.325,-1.112,0.156,46.81,22.468,0.136,0.12,-1.011,0.221,0.84,3.515,-0.287,1.039
E01000232,14.534,0.114,0.072,5.022,-0.843,0.019,29.815,20.257,0.118,0.189,-0.698,0.21,-0.288,3.437,-0.487,1.009
E01000233,8.853,0.069,0.054,4.009,-1.829,-0.162,22.349,20.027,0.072,0.116,-0.901,0.207,-1.04,2.828,-0.256,0.785
E01000234,8.657,0.067,0.047,3.867,-1.185,-0.259,25.044,18.383,0.062,0.117,-0.808,0.194,-0.906,3.263,-0.459,0.819
E01000235,23.347,0.164,0.101,18.521,-0.622,0.481,31.954,28.246,0.202,0.256,0.133,0.309,-1.411,4.476,0.052,1.16
E01000236,10.572,0.079,0.059,3.637,-1.135,-0.545,25.167,26.189,0.062,0.172,-0.693,0.168,-0.821,3.227,-0.278,1.339
E01000237,9.545,0.055,0.036,1.569,-1.722,0.266,26.964,29.614,0.054,0.131,-1.379,0.166,-0.911,3.612,-0.129,1.469
E01000238,14.457,0.096,0.074,4.747,-1.429,-0.19,30.448,31.179,0.092,0.165,-0.711,0.205,-0.586,3.923,0.38,0.942
E01000239,21.568,0.137,0.077,6.545,-0.872,-0.006,50.079,25.352,0.195,0.221,-0.417,0.205,0.672,4.456,-0.424,1.385
E01000240,19.599,0.118,0.065,5.762,-1.108,0.071,48.523,28.397,0.154,0.201,-0.617,0.217,0.785,3.953,0.026,1.205
E01000241,10.706,0.071,0.04,1.467,-1.771,-0.181,34.775,24.967,0.089,0.125,-1.336,0.158,0.152,3.4,0.026,0.907
E01000242,19.154,0.125,0.084,3.59,-0.959,0.287,42.621,21.089,0.119,0.171,-1.032,0.206,0.556,3.669,-0.457,1.059
E01000243,14.093,0.084,0.053,4.629,-0.996,0.105,30.061,37.611,0.076,0.182,-0.548,0.175,-1.447,4.229,0.394,1.444
E01000244,15.649,0.076,0.056,6.449,-1.024,0.292,29.684,45.264,0.078,0.185,-0.274,0.168,-1.123,4.107,0.758,1.42
E01000245,24.116,0.168,0.119,11.778,-0.366,0.449,31.387,29.665,0.195,0.3,-0.303,0.282,-1.421,4.401,-0.056,1.396
E01000246,10.621,0.048,0.04,1.711,-1.472,0.498,33.776,21.694,0.063,0.061,-1.329,0.168,0.563,1.901,0.131,0.407
E01000247,10.138,0.077,0.066,2.68,-1.249,-0.555,28.98,13.317,0.087,0.07,-1.196,0.193,-0.07,2.85,-0.434,0.254
E01000248,7.296,0.046,0.036,1.477,-1.413,0.52,17.762,19.701,0.03,0.106,-1.252,0.151,-1.086,1.896,-0.206,0.694
E01000249,5.863,0.026,0.044,1.17,-1.947,0.087,21.352,16.223,0.016,0.038,-1.604,0.159,0.056,0.886,-0.306,0.439
E01000250,13.03,0.107,0.071,3.559,-1.451,0.064,26.11,20.775,0.165,0.133,-0.877,0.192,-0.29,2.744,-0.057,0.612
E01000251,18.853,0.144,0.114,7.175,-0.578,0.114,24.873,22.749,0.149,0.188,-0.731,0.253,-1.12,3.346,0.078,0.614
E01000252,13.376,0.099,0.074,2.148,-1.04,0.165,30.622,13.639,0.084,0.173,-1.143,0.172,0.061,2.85,-0.698,0.514
E01000253,9.449,0.043,0.032,3.48,-0.861,0.187,36.662,11.349,0.069,0.048,-1.423,0.221,1.089,0.467,-1,0.423
E01000254,7.764,0.04,0.028,2.182,-1.332,-0.121,26.527,29.206,0.042,0.056,-0.952,0.149,0.353,1.084,0.463,0.586
E01000255,18.729,0.149,0.097,6.712,-1.007,0.195,30.356,24.066,0.204,0.207,-0.813,0.252,-0.541,3.867,0.21,0.518
E01000256,10.628,0.079,0.043,3.474,-1.523,0.014,32.338,18.002,0.113,0.104,-0.663,0.154,0.411,2.137,-0.363,0.693
E01000257,25.001,0.168,0.119,17.095,-0.383,0.252,38.645,21.402,0.188,0.241,0.079,0.3,-0.606,4.945,-0.204,0.859
E01000258,9.156,0.058,0.04,3.553,-1.215,0.361,21.856,25.212,0.066,0.082,-0.69,0.165,-0.583,2.315,0.001,0.964
E01000259,13.364,0.095,0.066,3.908,-1.594,0.318,30.248,19.213,0.122,0.132,-0.827,0.197,-0.136,3.237,-0.303,0.758
E01000260,19.85,0.11,0.074,10.626,-0.992,0.203,46.598,24.416,0.14,0.147,-0.15,0.242,0.76,3.746,-0.471,1.347
E01000261,7.628,0.046,0.029,1.12,-1.964,-0.944,35.954,18.535,0.025,0.093,-1.501,0.151,0.739,1.717,-0.039,0.334
E01000262,11.643,0.094,0.046,7.639,-1.535,-0.404,34.821,15.179,0.108,0.196,-0.375,0.222,0.275,3.078,-0.361,0.388
E01000263,5.865,0.024,0.024,1.201,-2.094,-0.311,27.802,20.901,0.022,0.054,-1.363,0.145,0.562,0.578,-0.33,0.944
E01000264,16.482,0.116,0.077,5.608,-1.209,0.195,30.864,29.859,0.155,0.162,-0.714,0.224,-0.745,4.096,0.136,1.188
E01000265,15.103,0.126,0.08,6.251,-0.774,-0.357,28.433,21.211,0.155,0.186,-0.795,0.243,-0.682,3.709,-0.016,0.599
E01000266,8.023,0.045,0.031,2.204,-1.594,0.572,22.766,20.379,0.046,0.077,-1.512,0.193,0.13,0.985,-0.534,1.052
E01000267,12.75,0.086,0.057,2.451,-1.07,-0.628,33.384,30.675,0.114,0.119,-1.405,0.196,0.488,2.095,0.523,0.606
E01000268,15.262,0.148,0.069,8.957,-1.026,-0.132,24.859,22.772,0.249,0.118,-0.049,0.178,-0.777,3.13,0.084,0.606
E01000269,10.434,0.067,0.047,5.73,-1.522,0.173,27.931,22.356,0.113,0.06,-1.124,0.252,0.365,1.354,-0.008,0.703
E01000270,11.98,0.087,0.069,2.743,-1.613,0.109,26.546,21.073,0.093,0.102,-1.081,0.187,0.036,2.083,-0.299,0.932
E01000271,6.648,0.041,0.034,2.069,-1.838,-0.499,29.726,16.985,0.047,0.07,-1.513,0.189,0.443,1.469,-0.634,0.816
E01000272,4.839,0.03,0.016,1.163,-1.587,-0.007,22.373,14.362,0.018,0.071,-1.781,0.164,0.09,1.021,-0.682,0.582
E01000273,14.148,0.121,0.083,3.636,-0.964,-0.127,25.776,18.949,0.137,0.176,-0.754,0.179,-0.849,3.358,-0.251,0.672
E01000274,15.582,0.126,0.086,7.751,-0.901,-0.061,25.14,22.706,0.166,0.164,-0.632,0.254,-0.929,3.295,0.077,0.61
E01000275,13.504,0.118,0.063,3.017,-0.996,-0.842,36.715,14.371,0.178,0.151,-0.827,0.168,0.505,2.731,-0.755,0.629
E01000276,4.061,0.027,0.023,0.771,-2.082,-1.275,26.175,13.428,0.021,0.061,-1.623,0.136,0.391,0.853,-0.76,0.529
E01000277,18.23,0.144,0.106,4.07,-0.769,-0.957,36.343,19.329,0.099,0.244,-0.784,0.196,-0.052,4.075,-0.23,0.687
E01000278,5.525,0.033,0.018,0.964,-1.831,-1.202,29.02,21.104,0.028,0.07,-1.515,0.143,0.474,1.199,0.017,0.531
E01000279,8.956,0.017,0.017,1.781,-2.378,0.538,37.898,12.864,0.019,0.025,-1.398,0.175,1.187,0.345,-0.711,0.432
E01000280,3.958,0.023,0.03,0.945,-2.161,-0.63,21.565,15.478,0.017,0.054,-1.649,0.149,0.231,0.349,-0.574,0.621
E01000281,10.933,0.081,0.059,6.189,-0.996,-0.177,26.224,18.025,0.061,0.234,-0.81,0.243,-0.685,3.3,-0.598,0.887
E01000282,8.582,0.057,0.045,1.968,-1.781,0.194,24.399,21.335,0.038,0.075,-1.441,0.183,-0.03,1.791,-0.581,1.166
E01000283,4.647,0.03,0.019,0.596,-2.208,-0.928,28.055,14.301,0.024,0.063,-1.688,0.123,0.484,0.949,-0.623,0.53
E01000284,15.477,0.136,0.083,5.239,-0.698,-0.094,26.898,17.659,0.176,0.235,-0.591,0.201,-0.541,3.265,-0.375,0.67
E01000285,15.134,0.105,0.082,8.337,-0.706,0.22,27.112,17.854,0.165,0.099,-0.889,0.281,-0.215,2.804,-0.148,0.42
E01000286,23.897,0.17,0.119,11.092,-0.444,0.64,31.405,23.41,0.207,0.195,-0.411,0.284,-0.399,3.87,0.265,0.345
E01000287,22.723,0.16,0.104,21.677,-0.404,0.314,30.131,22.608,0.185,0.231,0.106,0.348,-0.486,3.777,0.21,0.358
E01000288,13.041,0.091,0.065,8.012,-1.187,0.101,27.921,21.62,0.089,0.152,-0.594,0.255,-0.143,2.811,-0.016,0.641
E01000289,38.33,0.249,0.17,28.383,-0.327,0.693,51.981,18.355,0.313,0.244,0.274,0.394,0.203,5.584,-0.099,0.404
E01000290,19.937,0.12,0.098,10.938,-0.714,0.486,38.416,13.391,0.13,0.141,-0.446,0.285,0.755,2.173,-0.624,0.429
E01000291,32.936,0.23,0.166,25.657,-0.267,0.721,38.957,11.862,0.266,0.255,0.073,0.392,-0.098,4.497,-1.118,0.526
E01000292,11.315,0.079,0.077,3.672,-1.209,0.185,20.499,18.462,0.061,0.086,-1.078,0.211,-0.648,2.123,-0.399,0.774
E01000293,7.608,0.06,0.044,1.381,-1.409,0.092,18.942,21.151,0.091,0.079,-1.785,0.173,-0.708,1.851,-0.071,0.669
E01000294,12.242,0.093,0.086,2.224,-0.295,-1.003,25.006,12.621,0.072,0.153,-1.213,0.18,-0.241,2.421,-0.393,0.134
E01000295,13.306,0.06,0.056,1.118,-1.255,0.492,25.781,41.739,0.028,0.154,-1.445,0.147,-0.412,2.877,0.814,1.014
E01000296,12.11,0.085,0.053,4.316,-1.184,0.231,28.689,23.002,0.097,0.152,-0.494,0.144,-0.341,3.318,-0.049,0.824
E01000297,9.009,0.074,0.044,7.204,-1.322,-0.395,24.197,19.889,0.085,0.198,-0.341,0.207,-1.101,3.211,-0.393,0.904
E01000298,11.827,0.094,0.046,1.708,-1.449,0.331,26.444,27.123,0.112,0.186,-1.134,0.151,-0.674,3.335,0.262,0.747
E01000299,17.004,0.119,0.06,2.994,-0.639,0.409,26.429,41.331,0.142,0.209,-0.885,0.176,-0.998,3.571,0.759,1.106
E01000300,12.253,0.097,0.059,3.089,-0.681,-0.181,27.881,21.835,0.09,0.184,-0.73,0.152,-0.347,3.178,-0.176,0.869
E01000301,7.059,0.048,0.048,1.066,-1.613,-0.26,21.836,21.665,0.024,0.081,-1.578,0.153,-0.314,1.889,-0.212,0.892
E01000302,15.595,0.129,0.086,6.762,-0.724,-0.287,28.26,18.501,0.14,0.214,-0.266,0.177,-0.823,3.781,-0.724,1.004
E01000303,6.805,0.05,0.032,1.124,-1.639,-0.581,31.613,12.46,0.045,0.107,-1.511,0.152,0.314,2.314,-1.075,0.577
E01000304,13.531,0.087,0.06,4.188,-0.637,-0.642,36.709,23.302,0.08,0.175,-0.491,0.132,0.461,2.877,0.152,0.546
E01000305,27.857,0.164,0.117,15.048,-0.648,0.481,45.441,34.409,0.182,0.293,0.024,0.281,-0.639,5.871,0.302,1.325
E01000306,14.045,0.075,0.044,13.002,-0.947,0.156,32.814,31.348,0.049,0.244,-0.4,0.308,-1.308,4.568,-0.055,1.527
E01000307,23.325,0.147,0.081,18.495,-1.017,0.834,35.276,32.261,0.197,0.254,-0.301,0.359,-0.28,4.254,0.013,1.524
E01000308,31.832,0.204,0.109,25.938,-0.535,1.036,42.403,31.921,0.243,0.376,0.415,0.349,-0.39,5.217,0.143,1.347
E01000309,13.899,0.09,0.059,3.428,-1.603,-0.061,36.538,26.827,0.112,0.149,-0.871,0.188,-0.089,4.145,-0.192,1.315
E01000310,19.223,0.108,0.064,14.199,-0.751,0.28,41.658,28.117,0.13,0.202,0.177,0.238,-0.008,4.694,-0.334,1.535
E01000311,11.072,0.043,0.053,1.966,-1.843,0.539,26.841,31.631,0.024,0.08,-1.086,0.158,0.034,2.149,-0.046,1.54
E01000312,24.927,0.151,0.096,9.643,-0.25,-0.218,54.472,21.426,0.147,0.462,-0.785,0.293,-0.238,6.815,-0.34,0.995
E01000313,19.932,0.115,0.076,11.933,-0.586,0.188,40.221,30.047,0.09,0.241,-0.439,0.297,-1.055,5.367,-0.192,1.566
E01000314,10.677,0.055,0.035,2.835,-1.415,0.599,29.239,25.473,0.052,0.124,-0.947,0.177,-1.44,4.111,-0.45,1.409
E01000315,32.727,0.239,0.163,23.302,-0.325,0.821,34.64,19.208,0.246,0.377,-0.099,0.388,-0.475,4.38,-0.955,1.167
E01000316,19.874,0.138,0.079,3.672,-1.038,0.761,33.719,30.861,0.163,0.259,-0.784,0.185,-0.009,3.595,0.383,0.906
E01000317,10.85,0.098,0.054,2.406,-1.149,-0.216,25.353,21.911,0.073,0.201,-1.053,0.173,-0.474,2.887,-0.098,0.781
E01000318,14.711,0.12,0.056,3.402,-1.163,0.621,25.899,25.854,0.121,0.222,-1.251,0.214,-0.344,2.796,-0.064,1.098
E01000319,9.915,0.076,0.046,1.877,-1.324,0.193,24.253,23.027,0.07,0.133,-1.269,0.171,-0.427,2.597,-0.202,1.003
E01000320,8.719,0.077,0.039,1.303,-1.78,-0.389,28.257,19.714,0.097,0.126,-1.549,0.163,0.034,2.44,-0.184,0.672
E01000321,14.405,0.104,0.077,4.408,-1.081,-0.071,25.102,31.229,0.133,0.175,-0.84,0.211,-0.946,3.298,0.474,0.773
E01000322,14.866,0.124,0.078,2.411,-1.241,-0.254,27.666,28.924,0.153,0.169,-1.297,0.19,-0.33,3.108,0.334,0.806
E01000323,18.834,0.118,0.078,4.866,-0.482,0.644,27.802,35.376,0.12,0.222,-0.673,0.203,-0.75,3.64,0.483,1.13
E01000324,13.755,0.094,0.075,4.525,-0.569,0.198,24.585,21.96,0.1,0.135,-1.312,0.237,-0.58,2.873,-0.131,0.828
E01000325,5.875,0.039,0.035,11.501,-1.385,-0.419,18.379,14.375,0.064,0.047,-0.608,0.306,-0.019,0.409,-0.297,0.226
E01000326,11.973,0.053,0.038,16.265,-1.095,-0.091,32.998,26.995,0.108,0.056,-0.03,0.306,0.64,1.453,0.376,0.527
E01000327,7.68,0.043,0.045,11.786,-0.737,-0.238,19.191,16.278,0.059,0.052,-0.473,0.298,-0.156,0.985,-0.412,0.557
E01000328,11.404,0.05,0.049,17.211,-0.693,0.714,20.362,13.589,0.07,0.056,-0.361,0.351,-0.195,1.331,-0.414,0.263
E01000329,15.875,0.097,0.075,20.584,-0.916,0.401,23.933,19.845,0.15,0.076,-0.243,0.376,0.042,1.508,-0.096,0.564
E01000330,17.867,0.112,0.087,13.023,-0.107,-0.24,24.574,31.997,0.176,0.13,-0.672,0.328,-0.299,2.434,0.578,0.626
E01000331,28.281,0.151,0.137,33.267,-0.004,0.312,36.033,22.699,0.215,0.133,0.33,0.431,0.577,2.326,0.053,0.647
E01000332,16.091,0.106,0.078,16.749,-0.815,0.407,20.316,25.33,0.176,0.092,-0.047,0.313,-0.474,1.836,0.25,0.585
E01000333,25.871,0.167,0.126,34.467,0.056,0.197,23.342,23.367,0.228,0.181,0.703,0.388,-1.012,3.013,0.308,0.256
E01000334,12.987,0.08,0.063,20.914,-0.772,-0.315,27.128,13.728,0.128,0.089,0.163,0.332,0.113,1.983,-0.293,0.147
E01000335,31.73,0.16,0.095,37.431,-0.457,0.732,50.822,31.915,0.22,0.235,1.015,0.358,1.132,3.314,0.595,0.576
E01000336,31.362,0.222,0.137,24.927,-0.129,0.386,38.468,27.661,0.288,0.302,0.101,0.382,-0.224,4.604,0.479,0.381
E01000337,19.57,0.165,0.093,15.541,-0.715,0.035,26.767,23.293,0.311,0.086,-0.074,0.302,-0.221,2.747,0.316,0.236
E01000338,18.89,0.123,0.07,17.74,-0.261,0.267,26.9,31.707,0.18,0.145,-0.056,0.326,-0.422,3.108,0.69,0.312
E01000339,16.3,0.109,0.099,23.223,-0.302,-0.154,16.828,12.707,0.181,0.086,0.074,0.369,-0.874,1.561,-0.385,0.134
E01000340,12.831,0.074,0.044,19.776,-0.481,-0.614,27.236,28.127,0.12,0.083,-0.291,0.372,0.255,1.581,0.365,0.669
E01000341,8.884,0.062,0.057,14.854,-0.807,-0.623,15.877,16.246,0.08,0.076,-0.945,0.359,-0.35,0.646,-0.27,0.398
E01000342,8.918,0.035,0.041,17.66,-1.001,-0.158,21.444,24.005,0.02,0.073,-0.242,0.345,-0.308,1.792,0.301,0.341
E01000343,8.347,0.055,0.049,15.982,-0.922,-0.474,15.963,18.648,0.069,0.078,-0.698,0.36,-0.813,1.318,-0.1,0.437
E01000344,6.105,0.034,0.042,12.306,-0.703,-0.513,15.548,13.015,0.041,0.055,-0.745,0.324,-0.918,1.314,-0.46,0.246
E01000345,6.252,0.041,0.033,12.598,-0.778,-0.71,16.663,17.59,0.052,0.047,-0.906,0.334,-0.219,0.544,-0.123,0.355
E01000346,9.662,0.053,0.051,15.303,-0.759,-0.023,14.693,24.63,0.07,0.078,-0.594,0.347,-0.656,0.86,0.309,0.396
E01000347,11.175,0.077,0.04,22.953,-0.584,-0.483,19.19,22.451,0.076,0.152,-0.19,0.394,-0.972,2.138,0.027,0.661
E01000348,4.979,0.02,0.032,12.641,-1.292,-0.66,17.301,14.633,0.018,0.029,-1.186,0.343,0.03,-0.028,-0.444,0.407
E01000349,7.459,0.048,0.034,9.743,-1.158,-0.813,27.531,16.379,0.065,0.055,-0.601,0.282,0.546,0.572,-0.534,0.68
E01000350,7.89,0.046,0.034,17.944,-0.832,-0.577,18.184,20.794,0.065,0.055,-0.067,0.33,-0.485,1.398,0.035,0.467
E01000351,7.587,0.05,0.039,16.4,-1.138,-0.687,22.757,12.409,0.093,0.048,-0.465,0.35,0.082,1.124,-0.822,0.452
E01000352,14.763,0.099,0.061,21.656,-0.728,-0.116,24.688,23.87,0.139,0.144,-0.008,0.362,-0.035,1.872,0.038,0.786
E01000353,5.202,0.046,0.034,9.686,-1.378,-0.353,11.135,15.115,0.085,0.046,-1.168,0.309,-0.38,-0.552,-0.61,0.61
E01000354,21.316,0.143,0.123,23.867,-0.054,-0.667,23.683,21.561,0.178,0.175,0.202,0.358,-0.401,2.43,0.207,0.246
E01000355,8.189,0.039,0.047,16.778,-0.741,-0.346,18.053,17.91,0.039,0.059,-0.413,0.35,-0.308,1.052,-0.308,0.63
E01000356,7.94,0.052,0.063,12.733,-0.915,-0.507,12.146,14.394,0.096,0.035,-0.834,0.333,-1.2,0.712,-0.89,0.699
E01000357,4.079,0.02,0.027,11.965,-1.286,-0.704,11.932,14.658,0.03,0.04,-0.667,0.315,-0.631,0.145,-0.44,0.407
E01000358,6.15,0.046,0.039,12.017,-1.075,-0.75,15.424,16.626,0.065,0.069,-0.632,0.313,-0.696,1.074,-0.19,0.344
E01000359,6.167,0.044,0.041,10.117,-1.244,-0.859,18.998,16.885,0.096,0.024,-0.873,0.304,-0.107,0.8,-0.241,0.435
E01000360,18.65,0.109,0.08,7.884,0.031,0.373,26.11,32.745,0.128,0.111,-0.871,0.274,-0.046,2.198,0.492,0.881
E01000361,11.27,0.075,0.062,13.448,-0.882,-0.362,23.02,19.662,0.112,0.075,-0.548,0.325,0.043,1.302,-0.033,0.448
E01000362,12.63,0.074,0.056,13.386,-0.903,0.499,22.3,21.256,0.148,0.055,-0.449,0.316,-0.074,1.458,-0.091,0.706
E01000363,9.306,0.057,0.054,9.685,-0.759,-0.454,21.287,22.855,0.08,0.07,-0.771,0.293,0.13,0.649,-0.038,0.795
E01000364,12.692,0.073,0.054,12.906,-0.489,-0.486,29.325,25.496,0.136,0.08,-0.768,0.332,0.415,1.48,-0.023,1.016
E01000365,14.39,0.092,0.06,9.92,-0.431,0.595,21.687,23.711,0.14,0.118,-0.721,0.293,-0.229,1.7,0.045,0.76
E01000366,9.865,0.087,0.055,8.745,-0.838,-0.233,17.292,18.271,0.166,0.092,-0.67,0.273,-0.631,1.417,-0.289,0.646
E01000367,30.905,0.205,0.165,36.267,-0.195,0.237,33.023,15.912,0.31,0.143,0.633,0.417,0.217,2.906,-0.227,0.309
E01000368,33.932,0.237,0.16,44.364,-0.015,-0.146,37.57,16.009,0.327,0.214,0.899,0.445,0.444,3.089,-0.184,0.265
E01000369,14.638,0.098,0.082,21.126,-0.567,-0.226,17.199,20.593,0.148,0.078,0.204,0.329,-0.776,1.556,0.198,0.153
E01000370,11.364,0.074,0.072,14.165,-0.682,-0.706,21.068,17.969,0.103,0.072,-0.678,0.34,-0.326,1.747,-0.158,0.446
E01000371,8.174,0.053,0.039,13.957,-0.965,-0.624,23.936,16.171,0.091,0.046,-0.179,0.296,0.178,1.079,-0.095,0.155
E01000372,29.915,0.197,0.164,30.801,0.357,-0.117,26.36,21.727,0.268,0.166,0.358,0.406,-0.423,3.012,0.179,0.321
E01000373,29.344,0.135,0.106,37.08,0.174,0.578,46.339,17.05,0.144,0.257,0.817,0.393,0.131,4.992,-0.259,0.475
E01000374,42.38,0.241,0.205,48.486,0.69,0.056,37.794,30.276,0.265,0.269,1.052,0.453,0.51,2.923,0.58,0.429
E01000375,18.295,0.112,0.085,26.088,-0.393,0.066,20.731,27.738,0.147,0.162,0.235,0.376,-0.644,2.167,0.378,0.607
E01000376,16.232,0.083,0.058,17.181,-0.26,0.727,21.867,27.96,0.113,0.13,-0.255,0.342,-0.162,1.591,0.351,0.676
E01000377,12.286,0.064,0.071,16.399,-0.888,0.142,23.725,14.852,0.089,0.067,0.002,0.303,-0.209,2.09,-0.307,0.291
E01000378,21.241,0.123,0.095,21.688,-0.211,0.181,30.105,28.836,0.17,0.131,0.202,0.335,0.13,2.558,0.592,0.241
E01000379,18.601,0.122,0.075,23.517,-0.573,0.254,24.86,28.683,0.195,0.126,0.253,0.347,-0.08,2.023,0.421,0.617
E01000380,23.317,0.134,0.087,30.464,-0.259,-0.771,47.069,13.297,0.169,0.243,0.35,0.404,0.954,3.184,-0.458,0.275
E01000381,27.812,0.149,0.129,27.77,-0.036,-0.079,44.107,22.274,0.206,0.175,0.337,0.379,0.974,2.53,0.432,-0.147
E01000382,6.444,0.033,0.037,6.073,-1.105,-0.685,29.39,10.99,0.039,0.048,-1.289,0.263,0.54,1.031,-0.384,-0.075
E01000383,21.082,0.101,0.085,19.715,-0.35,0.989,33.052,17.296,0.15,0.075,-0.31,0.373,0.568,1.728,-0.111,0.304
E01000384,12.076,0.096,0.053,9.625,-0.742,-0.253,22.275,27.452,0.146,0.128,-0.719,0.289,-0.557,2.373,0.588,0.094
E01000385,32.32,0.22,0.136,32.616,0.563,0.219,34.66,19.851,0.309,0.204,0.513,0.402,-0.005,3.755,0.045,0.346
