MSOA21CD,GreenspaceTotal,GreenspacePublic,TreeCover,OutdoorAddresses
E02005709,0.8537,0.0803,5.6691,92.9394
E02005710,4.1223,2.5256,5.4697,93.1315
E02005711,17.4621,0,5.1567,96.2274
E02005712,6.6853,0.2352,6.2178,95.0123
E02005713,4.3839,0,4.6478,99.4278
E02005715,6.3879,1.5769,12.0968,94.0844
E02005717,1.177,0.0034,7.8967,95.7299
E02005718,4.9209,1.043,14.0025,99.596
E02005719,1.0278,0.0656,8.6527,93.1229
E02005720,2.0708,1.5128,6.7267,95.864
E02005721,7.7939,0,12.8665,92.8845
E02005722,0.9903,0.352,9.3855,86.8376
E02005723,8.2008,5.2319,14.2565,87.6558
E02005724,18.114,5.0853,19.3603,96.8309
E02005725,2.1465,0.6912,8.9109,93.5144
E02005726,2.441,0.2496,11.6073,94.6884
E02005727,0.1088,0.0276,14.3585,89.6341
E02005728,0.1781,0.0718,9.1061,89.1129
E02005729,1.2079,0.8418,12.2904,93.6186
E02005730,2.723,0.1581,19.3247,86.0711
E02005731,6.4128,0,17.6969,93.2109
E02005733,0.546,0.0062,9.7846,87.2786
E02005734,10.1578,0.0239,3.7588,97
E02005735,12.9777,7.6881,6.3513,98.5313
E02005736,12.3229,9.0445,10.4127,93.0754
E02005739,5.215,3.7599,16.1578,95.2069
E02005740,5.5745,3.6619,11.1853,94.1658
E02005741,9.264,4.4524,13.2704,93.1026
E02005742,0.2596,0.0021,5.425,88.1266
E02005744,0.2422,0.0061,4.2474,86.9391
E02005746,1.8214,0.3376,11.641,91.2249
E02005747,7.4238,0.0134,10.0182,88.2799
E02005748,0.3252,0.0155,7.0118,89.6988
E02005749,0.4907,0,3.4191,86.4683
E02005750,0.1833,0,12.6172,88.391
E02005751,0.2469,0.0152,8.1249,91.8289
E02005752,0.1258,0.0122,7.284,85.4102
E02005754,0.707,0.3115,6.4351,95.5692
E02005755,1.3427,0.4593,7.0608,87.9131
E02005756,0.1965,0.0007,7.298,90.5723
E02005757,0.5942,0.0102,11.1279,88.6647
E02005758,0.2925,0.1299,10.114,89.6085
E02005759,0.5346,0.0075,10.2422,90.0556
E02005760,0.7647,0.4277,7.7805,91.0728
E02005761,0.4174,0.0278,11.4378,86.7739
E02005762,5.7301,0.2346,22.1978,88.2353
E02005763,0.8581,0.6615,8.6169,91.2918
E02005764,3.1729,0.1621,16.023,88.9284
E02005765,0.4616,0.002,9.235,86.0382
E02005766,0.7748,0.7194,10.8425,86.5372
E02005767,1.2855,0.2288,20.1212,94.0154
E02005768,0.4002,0.0459,21.4706,91.4779
E02005769,16.0219,1.0106,13.4429,87.4599
E02005770,1.3474,0,9.8618,99.1771
E02005771,7.6728,6.5445,18.7463,88.2046
E02005772,6.0339,1.4696,15.2519,95.1765
E02005773,3.569,0,11.7538,90.169
E02005774,12.1911,1.4732,12.5094,93.6215
E02005775,12.0035,11.3641,21.3395,89.2112
E02005776,1.0543,0.1962,8.0991,91.6529
E02005777,3.4093,0,18.4745,98.7763
E02005778,0.6335,0.2884,11.2506,89.2421
E02005779,3.6635,0,18.1308,92.669
E02005780,13.1696,3.2743,19.3289,95.5876
E02005781,2.2376,0.2187,14.7162,92.6917
E02005782,0.6397,0.3785,7.1635,92.0517
E02005783,2.2883,0.7705,11.9425,91.2077
E02005784,0.4085,0.0188,6.001,90.6391
E02005785,5.4181,0.9676,10.918,91.8492
E02005786,0.0262,0,2.8109,84.5341
E02005787,0.3203,0.1093,4.141,89.5573
E02005788,0.2116,0.0007,21.0946,86.3895
E02005789,0.2168,0.0123,14.606,85.93
E02005790,0.2103,0.0126,18.1007,84.3785
E02005791,0.2898,0.0252,8.0476,90.3618
E02005794,0.9724,0.4533,10.3949,91.3403
E02005795,12.6916,1.4997,5.7644,88.354
E02005796,0.1469,0.0004,10.7519,89.5141
E02005797,3.9073,0.1706,8.9647,88.8031
E02005798,0.2146,0.0727,21.4621,92.2241
E02005799,8.3322,0,13.1722,93.8979
E02005800,17.1483,8.2762,4.1986,83.1712
E02005801,13.6814,0,18.724,94.3936
E02005802,5.7826,0,6.9314,92.9862
E02005803,4.0292,1.5544,16.0166,90.0417
E02005804,15.6321,7.2936,18.2988,88.786
E02005805,4.5503,0,9.4777,96.0232
E02005806,5.8149,0.0172,6.2349,94.7763
E02005807,0.5579,0.3281,17.5499,94.214
E02005808,1.7775,0.0812,5.5719,91.5903
E02005809,0.6185,0,11.3883,91.4026
E02005810,1.1425,0.386,9.5006,90.663
E02005811,0.954,0.7003,8.3506,93.9995
E02005812,0.372,0,5.0394,91.2299
E02005813,3.9092,0.3254,11.3594,85.44
E02005814,1.0612,0.112,7.2426,91.2844
E02005815,1.6832,0.042,8.2208,95.0237
E02005816,0.581,0.0003,6.414,94.222
E02005817,0.422,0,6.7438,95.3101
E02005818,0.4264,0.0817,4.6904,93.7825
E02005819,12.5011,11.3266,14.1625,95.6583
E02005820,5.7922,0,7.1775,97.271
E02005821,21.1166,10.9788,16.3706,91.2528
E02005822,9.8072,8.2571,10.0213,94.633
E02005823,13.706,6.6729,9.9004,89.3961
E02005824,6.0145,1.8948,10.6054,97.744
E02005825,5.0335,0.4358,16.4413,97.6988
E02005826,4.448,0,8.2358,95.8547
E02005827,9.6388,0.9138,13.666,95.8344
E02005828,0.8875,0.2212,16.9474,95.6209
E02005829,2.6595,0,8.1887,90.1114
E02005830,1.6069,0,13.0746,91.5676
E02005831,19.914,7.0144,17.1892,95.0759
E02005832,5.3689,0,10.0417,89.1448
E02005833,3.4186,0,10.3847,96.5581
E02005834,6.0799,0,10.0506,96.3164
E02005835,3.1409,0,9.0875,95.4951
E02005836,0.3236,0,4.0859,94.7343
E02005837,0.1612,0.0021,9.0848,94.1044
E02005838,2.2846,1.7725,15.0099,96.022
E02005839,3.4779,0.0007,9.8134,95.9451
E02005840,2.9449,0,10.6739,96.8372
E02005842,1.4414,0,7.5039,93.4932
E02005843,1.6076,0,10.2181,94.5767
E02005844,20.0692,1.8979,15.5593,92.7105
E02005846,10.1037,2.5748,4.8811,91.0256
E02005847,6.8942,0.0356,15.9504,92.9308
E02005848,2.3207,0,24.8109,95.6404
E02005849,0.1894,0.0025,6.7911,93.4273
E02005850,2.3469,0.5787,11.1947,98.5593
E02005851,6.5472,1.5165,10.8283,91.1397
E02005852,1.0551,0.294,10.0312,96.7579
E02005853,2.5306,0,14.0437,94.159
E02005856,20.8943,5.8488,20.881,95.5233
E02005857,6.1349,0,11.2155,96.6369
E02005858,5.2482,0,13.1399,88.2267
E02005859,10.1221,0,9.0986,93.1686
E02005860,4.6322,0.8587,8.8906,85.2683
E02005861,7.9215,0,6.0302,95.9082
E02005862,4.8593,0,11.8599,94.3246
E02005863,12.5465,0,12.5574,95.495
E02005864,4.4497,0,8.8228,90.2782
E02005865,1.1467,0.5524,23.6141,91.9722
E02005866,8.3734,0,16.1455,91.8108
E02005868,2.0045,0,7.6297,94.3332
E02005869,4.2697,0.7172,7.8564,93.1862
E02005870,2.2799,0.0043,5.2162,90.6731
E02005871,9.8861,0,7.6611,97.9008
E02005872,0.8137,0.0001,10.3784,89.2518
E02005873,4.7118,1.3394,11.5187,96.1296
E02005874,21.4731,0,13.7523,94.4486
E02005875,32.2636,28.6764,9.1769,93.8722
E02005876,3.5427,0.8201,11.5595,92.0352
E02005877,11.9522,0,8.2851,94.5954
E02005878,5.616,0,10.5705,86.59
E02005879,4.4737,0.0447,8.6804,94.5864
E02005880,1.8728,0,23.6043,96.3362
E02005881,1.8423,0,11.3395,95.8569
E02005882,10.1009,0.6221,8.8366,96.6582
E02005883,3.3392,0.9707,15.0819,94.9283
E02005884,4.9531,2.2523,12.9092,95.5089
E02005885,1.6232,0,8.6858,91.8552
E02005886,12.267,7.656,12.9329,98.3549
E02005887,10.6408,0,9.479,89.6914
E02005888,10.9431,2.5388,12.4638,87.1474
E02005889,4.2377,0,8.2506,92.9238
E02005890,3.0324,0,12.4252,98.8935
E02005891,20.7935,0.4828,23.6276,85.4569
E02005892,8.8819,4.0637,18.2128,92.7506
E02005893,0.5677,0,20.0067,94.2319
E02005894,4.2737,3.7878,29.3916,95.4951
E02005895,0.1624,0.0001,7.6538,93.7728
E02005896,0.9195,0,7.4116,94.5938
E02005897,2.4028,0.5589,16.041,92.0128
E02005898,0.753,0,24.4836,91.67
E02005899,3.032,0.8807,5.6479,88.7491
E02005900,3.0563,0,13.3885,90.3524
E02005901,6.1818,0.4814,9.4206,93.8889
E02005902,8.7296,5.9641,3.9769,97.2489
E02005903,1.9401,0,8.1354,96.9923
E02005904,0.527,0,6.0748,94.5257
E02005905,0.4448,0.0113,9.8181,88.668
E02005906,0.2684,0.0649,5.6626,93.2519
E02005907,1.5323,0.3776,7.1558,91.6871
E02005908,3.4166,0.0405,11.0718,88.518
E02005909,12.3636,0.0242,9.8562,94.3385
E02005910,7.5817,5.3196,9.6476,84.1424
E02005911,13.2284,9.2447,12.4869,89.2877
E02005912,16.2339,0,12.3389,83.217
E02005913,10.1755,0,15.548,92.9243
E02005914,6.9678,0,10.5218,92.9674
E02005915,0.2282,0,5.3678,90.578
E02005916,11.74,7.1529,13.9039,88.7993
E02005917,1.2617,0,9.6119,91.8249
E02005918,0.9343,0,7.9086,91.6596
E02005919,2.0152,0.0012,9.1061,89.5219
E02005920,0.3629,0,10.7656,92.7525
E02005921,0.3023,0.0048,7.7822,85.1731
E02005922,2.1169,0,14.7764,92.9786
E02005923,5.3771,0,13.4324,95.9047
E02005924,4.158,2.3782,10.5431,75.0798
E02005925,0.5675,0,14.4455,94.4979
E02005926,2.7384,0.6938,14.3087,88.9496
E02005927,2.8564,0,15.0186,82.5155
E02005928,1.6021,0.0147,10.604,92.7936
E02005929,1.5607,0.0314,10.7614,89.5877
E02005930,0.331,0.0185,7.4201,89.7504
E02005931,0.2171,0.0069,10.193,86.3819
E02005932,0.3521,0,13.8805,91.6455
E02005933,3.4386,1.4826,10.0435,92.8639
E02005934,2.5318,0,6.9169,97.7961
E02005935,4.1097,0.0113,13.5266,79.0571
E02005936,2.5529,0.6916,8.9005,88.9473
E02005937,2.9073,0,12.4093,90.9887
E02005938,9.5396,0,11.8858,94.6667
E02005939,2.1422,0,9.9469,94.178
E02005940,20.882,9.1243,15.535,88.7391
E02005941,9.5954,0.0132,16.4378,85.25
E02005942,7.5059,0.0005,13.8773,84.2315
E02005943,12.2818,0,12.2535,98.5987
E02005944,9.8993,4.7759,12.234,86.2627
E02005945,5.0889,2.7461,17.9545,73.8715
E02005946,4.1569,0,14.9278,89.9855
E02005947,5.5023,0.7208,13.5127,64.1283
E02005948,24.7375,20.3205,8.8173,68.9917
E02005949,5.7874,0.0566,21.3142,65.4034
E02005950,25.8688,14.2558,12.6662,86.9293
E02005951,17.9848,6.1841,14.081,88.4086
E02005953,8.5434,0,13.9561,96.6568
E02005954,12.2247,5.2309,11.9612,88.1099
E02005955,5.5023,0.3445,10.4257,90.8209
E02005956,13.2444,1.9999,8.5187,93.1931
E02005957,14.6936,6.1323,7.6151,90.4425
E02005958,4.5291,0,6.6912,90.5502
E02005959,2.7321,1.7752,13.2986,93.6282
E02005960,2.3829,0,8.5805,80.2502
E02005961,1.7061,0.0017,11.1215,89.3347
E02005962,2.0321,0,14.7278,82.9691
E02005963,0.8266,0.101,9.7758,93.0892
E02005964,0.7878,0.3111,6.9332,93.4686
E02005965,0.2559,0.018,20.002,92.5463
E02005966,11.1361,0,12.1974,96.6727
E02005967,5.128,0,8.1139,95.4835
E02005968,3.4161,1.2488,7.8517,90.6008
E02005969,2.8839,0.3392,9.6744,92.101
E02005970,3.824,0,11.304,91.9696
E02005971,9.3046,0,9.0404,95.4425
E02005972,1.2437,0,7.8205,87.211
E02005973,5.3464,0,24.3035,87.4661
E02005974,7.7972,4.6701,20.9632,88.5038
E02005975,1.2881,0.0074,28.129,95.7232
E02005976,5.269,1.4756,27.0877,91.4625
E02005977,8.426,0.0058,20.8872,94.7723
E02005978,0.3888,0,19.4814,95.387
E02005979,5.6423,0,21.9229,92.5701
E02005980,1.9511,0,16.1179,95.9991
E02005981,1.1203,0,12.4816,97.1071
E02005982,5.9603,0,14.7417,90.9956
E02005983,7.8232,4.2393,17.2798,79.5248
E02005984,2.3664,0.0009,12.417,88.3208
E02005985,8.0565,0,14.9102,91.923
E02005986,0.7535,0.1671,5.7385,88.1861
E02005987,1.5827,0.0049,9.3061,92.2075
E02005988,1.4239,0.0333,8.1909,88.8056
E02005991,3.1576,0.1619,15.1319,86.4662
E02005992,0.7853,0,8.007,90.329
E02005993,4.3063,0,12.9852,82.9726
E02005994,1.0387,0.0062,12.0375,88.6125
E02005995,0.2199,0.0462,12.956,82.6188
E02005996,0.7028,0.3673,17.427,90.0635
E02005997,0.394,0,16.672,86.0898
E02005998,0.8789,0,16.2515,91.3462
E02005999,0.457,0.01,9.5121,82.453
E02006000,3.6203,0,13.1939,91.8263
E02006001,2.8142,0,12.5861,88.542
E02006002,7.8263,1.1261,12.2353,83.0742
E02006003,0.771,0.552,11.2562,88.072
E02006004,0.5771,0,8.5931,83.4026
E02006005,1.7639,0,11.696,90.3942
E02006006,1.3732,0,12.9934,91.6145
E02006007,0.4889,0.0097,7.0033,89.7801
E02006008,2.7605,0.0959,12.3158,85.5572
E02006009,2.3059,1.7886,12.1366,91.1142
E02006010,1.2532,0.7493,19.4638,90.0829
E02006011,0.3764,0.1725,6.4498,90.1582
E02006012,5.2853,1.3482,11.1991,87.7603
E02006013,1.0904,0.3354,12.2421,90.368
E02006014,1.029,0.1471,13.4189,88.5832
E02006015,3.9464,0.2441,11.4812,87.0994
E02006016,0.1844,0.0797,9.8365,90.8601
E02006017,1.251,1.0563,10.4385,88.3752
E02006018,4.6358,0,13.2382,89.0542
E02006019,3.2897,0,8.8779,86.0717
E02006020,0.5739,0,10.1436,89.6477
E02006021,0.1017,0.0153,7.6347,90.5163
E02006022,1.1614,0,11.5204,91.5504
E02006023,1.4573,0,12.2815,93.4467
E02006024,4.4226,0.049,10.2427,96.9427
E02006025,2.2097,0.5777,9.6334,88.5151
E02006026,0.2236,0.025,10.2515,91.0822
E02006027,1.3863,0.0032,16.6964,94.2822
E02006028,0.2945,0.2242,11.1858,89.4941
E02006029,2.5737,0,6.5862,99.0205
E02006030,6.7618,0,11.1759,95.821
E02006031,5.4893,0,10.2537,88.4462
E02006032,4.3803,0,11.0973,96.0954
E02006033,9.1208,3.7192,14.2641,68.9211
E02006034,2.2379,0,14.1148,88.1971
E02006035,2.1545,0,15.8271,92.4391
E02006036,11.5038,0,12.039,90.9683
E02006037,4.7463,0.5533,15.8314,90.9981
E02006038,2.1233,1.7342,8.3577,92.5856
E02006039,0.7441,0,11.4118,92.0893
E02006040,1.2341,0.8982,13.5426,89.4926
E02006041,0.094,0.008,10.3805,89.6328
E02006042,0.9111,0,13.4116,89.9765
E02006043,0.4537,0.2237,12.1853,89.5658
E02006044,0.0685,0.0117,19.2563,88.1037
E02006045,2.3203,0.3574,14.3993,88.3618
E02006046,0.5575,0.3591,14.4331,90.9156
E02006047,1.7912,0.768,14.1312,90.7626
E02006048,1.5182,0,16.5887,90.6169
E02006049,5.6891,0,10.9123,98.278
E02006050,5.6791,1.3471,12.755,85.3727
E02006051,0.3262,0.1736,10.3585,92.71
E02006052,1.6974,0.0461,11.3647,91.152
E02006053,0.2875,0,10.4293,92.5864
E02006054,8.4467,0.1974,9.0165,91.3297
E02006055,1.5454,0.2299,10.1899,89.7741
E02006056,0.156,0.0002,11.6379,92.8446
E02006057,1.13,0.0594,7.5832,90.5291
E02006058,0.485,0.0977,10.5482,95.4306
E02006059,0.2916,0,7.2668,93.9604
E02006060,2.3773,0.1546,11.1267,91.8878
E02006061,0.575,0,17.5914,91.7199
E02006062,2.5708,0.008,4.7803,92.3729
E02006063,0.648,0.0048,7.0819,91.9175
E02006064,2.7869,0.3626,9.2374,91.1722
E02006065,3.9042,0.0374,10.1835,90.9587
E02006066,0.3367,0,6.2757,95.137
E02006067,0.8951,0.0116,17.6286,91.0888
E02006068,6.0424,0,6.219,93.4531
E02006069,5.9385,1.8076,8.1431,77.7463
E02006070,0.5156,0,8.4635,94.2955
E02006071,0.8868,0,9.7126,94.5577
E02006072,0.528,0.3061,6.2872,91.9041
E02006073,8.5877,0.2169,9.2262,88.3151
E02006074,0.417,0.0049,7.7099,91.6984
E02006075,0.5725,0,11.758,89.0593
E02006076,0.992,0,6.1016,91.1408
E02006077,0.3258,0,8.9536,93.0949
E02006078,1.0383,0.0254,8.985,93.3029
E02006079,0.5318,0,6.5021,87.6195
E02006080,0.2712,0,4.1291,92.6616
E02006081,0.1989,0,7.3096,93.4355
E02006082,0.3621,0,9.0753,93.2701
E02006083,0.6855,0.1014,5.5703,96.6246
E02006084,0.4054,0.0183,7.2908,93.0881
E02006085,4.1756,3.2017,9.6922,97.9056
E02006086,3.0353,0.6103,8.4305,97.5241
E02006087,1.0748,0.0235,8.4379,93.67
E02006088,14.231,2.0304,7.0543,93.2476
E02006089,15.7796,9.6484,9.5715,78.9092
E02006090,3.2107,0.4715,7.7494,95.7362
E02006091,2.5497,1.942,10.9256,94.4397
E02006092,8.1307,4.933,14.5844,95.3904
E02006093,1.3867,0.8604,9.7158,90.6782
E02006094,2.637,1.9414,10.6399,93.692
E02006095,1.5017,0,10.9643,93.3268
E02006096,1.0946,0.676,13.9675,93.4932
E02006097,5.495,1.304,9.6156,90.0722
E02006098,0.1274,0,14.3143,91.9586
E02006099,0.4492,0.2613,15.392,93.1833
E02006100,2.9377,1.915,10.28,94.0201
E02006101,0.1824,0.0074,12.3045,87.2015
E02006102,4.199,1.3821,9.5951,93.6409
E02006103,1.2426,0.003,6.9547,92.0928
E02006104,2.3381,0.7723,13.2169,96.6207
E02006105,9.2845,0,7.5921,87.1871
E02006106,2.0296,0,9.981,96.4959
E02006107,3.8311,0,11.0403,93.576
E02006108,16.402,1.5906,11.5455,84.1121
E02006109,1.9218,0.0093,9.0122,94.9064
E02006110,6.0584,0.3967,9.8393,91.0673
E02006111,1.0275,0.0282,11.8357,93.1766
E02006112,1.1882,0.397,17.3039,91.2109
E02006113,3.2828,0.7111,18.6228,81.4268
E02006114,2.5447,0,31.8751,93.7894
E02006115,0.3384,0.008,11.003,91.2094
E02006116,0.5124,0.4129,15.9409,90.8356
E02006117,1.1314,0.0367,20.2703,85.7444
E02006118,12.2758,11.9033,16.1685,96.704
E02006119,10.2991,0.6032,6.8015,91.3587
E02006120,11.0614,6.232,14.6881,95.2956
E02006121,43.4135,36.9293,25.3341,98.5853
E02006122,19.184,15.9463,13.9992,93.0789
E02006123,3.6949,3.0079,18.3858,96.1974
E02006124,11.1631,0,8.1266,99.0645
E02006125,0.6592,0,11.5969,96.3631
E02006126,25.3945,23.204,14.4102,95.4352
E02006127,1.5524,0,19.3924,96.1238
E02006128,19.3327,8.2677,14.044,90.8583
E02006129,3.2942,0.2505,9.1932,89.2117
E02006130,0.4522,0.0708,11.5418,96.2174
E02006131,1.8106,1.4207,12.9089,92.2411
E02006132,1.8239,0,8.4453,96.9935
E02006133,5.953,0,10.5429,87.6581
E02006134,1.6674,0.041,8.8561,89.5379
E02006135,3.6157,0,11.4287,96.6819
E02006136,1.2321,0.734,11.7346,89.8518
E02006137,4.664,0,5.2914,94.0382
E02006138,2.9111,0,5.3479,93.356
E02006139,9.686,0,2.2525,86.6667
E02006140,7.3622,0,15.1026,95.5096
E02006141,4.9672,0.1632,4.0879,83.8139
E02006142,10.3863,0,18.96,95.7551
E02006143,10.4476,2.4543,4.1431,91.6381
E02006144,3.5307,0,7.8679,92.4067
E02006145,1.147,0.6925,7.2144,93.4024
E02006146,1.9032,0,5.2831,92.8272
E02006147,0.5611,0,6.3739,89.2888
E02006148,3.3036,1.5681,12.1206,92.2364
E02006149,11.8914,8.1969,7.9287,87.5629
E02006150,9.0411,4.6299,8.8264,93.4486
E02006151,40.3502,38.8429,6.8989,95.5425
E02006152,0.6985,0.0993,6.9771,87.9604
E02006153,1.4419,0,6.9686,88.4605
E02006154,1.2744,0.6261,5.4808,97.848
E02006155,3.6955,0,4.8817,97.1985
E02006156,4.062,0.0917,11.6139,91.6241
E02006157,1.9548,0.9474,11.2428,91.8416
E02006158,7.4493,4.9129,16.9875,95.8025
E02006159,5.721,0,13.7201,93.5848
E02006160,7.3748,1.8216,15.0482,95.0213
E02006161,7.1872,6.6458,17.0853,96.6018
E02006162,4.9029,4.3016,12.5499,94.8432
E02006163,20.8446,2.2563,15.9518,95.1981
E02006164,9.3443,5.5786,15.0597,92.5342
E02006165,3.8793,0.7788,15.0479,90.3518
E02006166,2.2187,0,14.7048,97.8281
E02006167,6.1759,0.7199,15.5621,91.5997
E02006168,8.9151,3.7764,17.1174,75.705
E02006169,8.895,2.2566,23.3891,92.0717
E02006170,1.5642,0,15.393,94.0731
E02006171,14.548,4.5851,21.433,93.6238
E02006172,11.6582,0,19.9106,95.5968
E02006173,0.6812,0.4999,25.531,91.0406
E02006174,0.2648,0,11.645,92.2336
E02006175,4.0227,0,22.7324,94.4717
E02006176,4.5661,4.316,11.7707,92.3867
E02006177,4.3348,0,12.1015,95.5623
E02006178,3.7296,0.0822,10.5938,95.5322
E02006179,2.7841,1.4661,12.7235,89.2723
E02006180,3.9778,0.3783,16.4704,92.4807
E02006181,1.3017,0,11.1291,91.3618
E02006182,5.6707,0,11.6802,93.489
E02006185,7.6844,0.0067,15.0129,92.7453
E02006186,6.5332,3.531,14.5963,94.8955
E02006187,1.3875,0.1061,25.6159,92.5881
E02006188,1.4513,0.1238,15.1028,93.2064
E02006189,8.2786,5.6288,19.0079,93.8317
E02006190,4.1671,0,14.6711,85.4338
E02006191,2.0609,1.7295,10.4186,95.007
E02006192,0.5712,0,12.8339,92.2169
E02006193,0.196,0,9.2216,93.3093
E02006194,3.6072,0.0702,8.0488,95.7277
E02006195,4.2821,4.0452,10.5539,94.7527
E02006196,8.7167,0,12.1291,91.7791
E02006197,11.3424,1.5913,8.5055,81.3599
E02006198,5.492,3.2319,12.3243,93.999
E02006199,1.32,0.0331,13.7535,94.1662
E02006200,4.268,0,10.9646,87.318
E02006201,46.126,42.3641,12.5305,97.3618
E02006202,1.0745,0.914,8.851,95.1033
E02006203,1.327,0,9.0763,91.3813
E02006204,0.9944,0.926,14.0183,94.1262
E02006205,0.8477,0.6782,13.7113,93.7349
E02006206,3.9798,0,10.5151,93.1034
E02006207,5.352,3.9088,16.4176,97.4394
E02006208,6.3059,2.301,12.8304,81.4167
E02006209,7.354,3.1217,20.2814,95.7304
E02006210,0.7378,0.6554,10.4501,88.928
E02006211,2.9057,0.9889,14.9765,96.0499
E02006212,3.865,3.467,12.3709,96.4018
E02006213,2.2515,1.1094,23.2612,94.1556
E02006214,1.2919,0,9.3685,92.4421
E02006215,1.6559,1.1972,13.5961,93.8873
E02006216,0.2735,0,18.5818,95.5442
E02006217,3.3222,2.0238,6.8437,92.5157
E02006218,4.5941,2.6826,5.6528,82.0101
E02006219,4.2184,0,9.1012,89.9643
E02006220,3.7505,0,6.0343,98.1935
E02006221,4.5193,0,8.3443,90.7508
E02006222,1.8387,0,8.9445,95.7791
E02006223,5.3054,0,8.8442,95.4644
E02006224,3.3934,0,11.7937,94.9688
E02006225,6.7891,4.7489,10.3958,95.5286
E02006226,3.482,0,7.9773,94.1059
E02006227,0.2289,0.0292,8.3724,90.8087
E02006228,0.5575,0.3112,9.8998,94.1045
E02006229,1.0917,0.836,11.6006,91.3781
E02006230,0.6491,0.0574,12.439,93.2768
E02006231,1.9634,0.0198,15.6016,92.4838
E02006232,1.6893,0.6166,8.8984,93.4066
E02006233,6.118,4.1124,12.7479,93.514
E02006234,6.5789,2.2021,12.1351,96.5425
E02006235,2.2266,0.5868,13.2911,92.1488
E02006236,0.5301,0,14.9863,95.8788
E02006237,1.5727,0.5709,12.0721,94.3165
E02006238,0.5775,0.214,31.4767,92.591
E02006239,0.8303,0,8.5048,96.4092
E02006240,0.8708,0,6.4935,92.222
E02006241,1.17,0.0734,26.0001,95.8626
E02006242,0.4712,0.263,16.3315,92.4699
E02006243,1.8739,0,11.4027,89.7391
E02006245,4.9288,0,7.7975,95.0331
E02006246,3.3119,0.0019,10.5345,99.5431
E02006247,7.314,0,9.9656,89.2394
E02006248,19.5604,0,9.1164,97.5163
E02006249,19.4912,9.8215,22.0103,92.6022
E02006250,1.501,0,8.9216,83.2133
E02006251,5.6576,2.6204,10.2956,64.2958
E02006252,12.1518,0.0455,10.5425,90.1418
E02006253,5.1354,0,11.5578,96.3158
E02006254,22.2104,19.3709,13.748,82.9209
E02006255,12.2406,10.125,13.2831,82.5469
E02006256,9.2785,0,8.8161,84.6523
E02006257,2.7735,2.5685,6.7187,88.6134
E02006258,10.7077,4.0921,8.0114,97.0984
E02006259,14.643,0,21.7436,92.3936
E02006260,22.9636,21.7231,12.376,96.8994
E02006261,0.7478,0.0132,7.8536,91.4774
E02006262,1.1943,0.8874,8.759,91.9416
E02006263,0.2238,0,6.5508,90.4735
E02006264,2.6589,2.179,12.4004,90.142
E02006265,0.4333,0.0376,5.4163,93.2574
E02006266,1.0366,0.638,11.5834,92.7417
E02006267,0.2767,0.0085,7.9983,92.4622
E02006268,3.2049,0,11.1973,93.9148
E02006269,2.0617,0.1818,8.709,93.3726
E02006270,0.5657,0,10.9132,94.1393
E02006271,0.3547,0,10.6672,90.9636
E02006272,0.7614,0.2773,11.5617,93.0626
E02006273,2.7572,2.606,10.2632,91.5595
E02006274,0.2092,0.002,12.3701,92.632
E02006275,20.5621,0,18.2988,96.7679
E02006276,1.5605,0.2279,13.631,90.1392
E02006277,1.9833,1.2474,18.4199,97.5383
E02006278,7.2343,1.9657,18.608,85.0467
E02006279,4.8086,0,19.8308,97.7139
E02006280,3.3159,3.0388,17.906,93.1683
E02006281,3.0016,0,21.973,86.7384
E02006282,0.5633,0.233,8.2127,90.2617
E02006283,0.8759,0.4339,8.1757,91.7221
E02006284,2.9097,0,12.2751,94.8336
E02006285,3.2688,0.0313,11.1987,98.5251
E02006286,4.3995,0.5516,13.2712,94.8151
E02006287,1.3818,0.736,14.1313,92.033
E02006288,1.1707,0.6283,10.1863,89.0601
E02006289,0.9053,0.4803,11.8481,93.2992
E02006290,4.8734,0,11.6782,92.1484
E02006291,3.9124,0,19.2215,93.3262
E02006292,1.0459,0,11.9316,94.9384
E02006293,0.7242,0.068,21.0953,94.1472
E02006294,6.5277,1.6917,17.7923,89.3273
E02006295,5.0721,0.1081,16.1727,94.374
E02006296,1.9465,0.0883,20.5519,94.3148
E02006297,7.1365,1.1245,21.83,96.0748
E02006298,0.5923,0,8.6919,97.1028
E02006299,14.6793,0.0503,8.983,96.5755
E02006300,4.7301,0,7.3921,94.1284
E02006301,5.3303,3.4873,5.9015,84.282
E02006302,6.2521,5.1635,16.688,94.9206
E02006303,11.9516,2.0668,11.4237,95.749
E02006304,1.2195,0,8.6893,96.2089
E02006305,2.3825,0.0352,3.1113,93.535
E02006306,9.752,6.9439,13.4071,94.5007
E02006307,0.6752,0.3547,16.2793,94.4763
E02006308,4.3306,3.1719,5.3805,81.7863
E02006309,12.0487,4.9979,13.2025,96.2596
E02006310,8.6987,0.0061,7.3375,95.1426
E02006311,9.7276,4.9784,12.2673,93.148
E02006312,2.9146,2.7466,12.9948,93.6226
E02006313,0.9971,0.0302,7.2951,93.8555
E02006314,0.985,0.0808,8.6838,91.5786
E02006315,1.4632,0.6287,10.9428,90.9309
E02006316,6.4562,6.04,12.9126,94.6776
E02006317,21.1596,12.6995,9.2654,94.1358
E02006318,10.3047,0.6918,14.5535,89.3162
E02006319,5.2741,0,7.3551,93.6797
E02006320,3.2905,0.5378,6.5962,95.2799
E02006321,11.0295,0.0642,18.0169,92.1696
