MSOA21CD,PersonalDebt,HHInc_afterCosts,HHInc_afterCosts_equivalised,HHInc_beforeCosts,HHInc_beforeCosts_equivalised
E02000671,533.6213,62700,34600,43400,38600
E02000672,474.9136,53200,28100,37700,35000
E02000673,470.0264,65200,38200,45900,43000
E02000674,532.151,60700,33500,44000,39300
E02000675,548.0651,58600,32900,42400,38000
E02000676,531.2969,66400,36300,45000,41400
E02000677,536.8386,58700,32700,42500,39300
E02000678,630.7036,48500,25300,35500,32400
E02000679,505.9693,56800,31700,40300,37600
E02000680,487.8803,56400,30200,40500,37300
E02000681,542.3533,48200,27500,36900,33200
E02000682,618.8486,48000,28500,36700,33600
E02000683,561.9478,47000,26800,35700,32800
E02000685,485.2104,53700,29700,38800,35700
E02000686,586.2819,42900,25900,33200,31400
E02000687,450.1631,55700,33200,40100,37400
E02000689,582.9535,81200,44600,54700,50100
E02000690,769.4838,76500,51100,50900,51400
E02000691,635.8416,84000,44300,55400,51100
E02000692,609.0013,85900,50700,55600,51500
E02000693,476.249,71100,35900,45600,40700
E02000694,562.6083,80400,40900,51700,43700
E02000695,552.1644,63800,32900,49900,40700
E02000696,551.0712,58100,31200,42700,37600
E02000697,552.1126,86400,45700,52600,48600
E02000698,670.6852,80900,51300,53400,50100
E02000699,636.4673,85500,44900,55300,47100
E02000700,575.3961,51400,26300,38800,32700
E02000701,642.0351,55000,29200,45000,35500
E02000702,695.3467,52600,26400,40600,33700
E02000703,567.6557,73000,43500,52200,45500
E02000704,632.7622,63500,37100,44900,40600
E02000705,607.5198,59200,32700,45600,37600
E02000706,636.4514,49300,24200,39300,30900
E02000707,670.4592,48000,26500,37100,32300
E02000708,609.9763,72100,41800,51100,43000
E02000709,688.6715,68900,37000,50400,40600
E02000710,616.0537,50200,30400,41700,33500
E02000711,564.7013,52400,29400,38700,33100
E02000712,551.4612,50100,28300,36900,32500
E02000713,686.1411,63700,36200,44000,39000
E02000714,500.6087,52200,25800,39400,33700
E02000715,558.7197,41400,20300,30600,27300
E02000716,512.8244,50100,25900,38200,33600
E02000717,503.7134,43000,20200,33000,28400
E02000718,519.0752,44800,19900,33300,27900
E02000719,451.8876,50900,25300,38300,33100
E02000720,464.2436,50200,23700,38800,30300
E02000721,478.5315,45600,21700,34700,30000
E02000722,468.3516,52700,24700,39000,33900
E02000723,471.4936,51600,21700,37700,30100
E02000724,449.0139,45800,20300,34800,27000
E02000725,411.0252,56600,25700,41300,35500
E02000727,457.0443,46200,20000,33800,28300
E02000728,515.7247,51000,22600,39800,30100
E02000729,480.6656,51900,23000,41800,31600
E02000730,427.638,47600,20300,35400,28500
E02000731,571.4625,44800,20900,33400,28300
E02000732,435.6242,44300,20900,33400,27800
E02000733,488.1717,47000,22300,32700,29800
E02000734,507.3457,46400,21300,33800,30100
E02000735,577.3048,46100,21500,33900,28600
E02000736,533.7268,46000,20800,34800,27700
E02000737,552.7159,49500,22400,37400,29900
E02000738,579.8406,50800,25100,37200,31100
E02000739,523.7594,49100,23500,35400,32100
E02000740,508.7075,47000,22100,33400,30300
E02000741,637.3967,50900,24800,37100,31700
E02000742,610.6651,47100,22200,34700,28700
E02000743,530.656,45500,21100,31900,29200
E02000744,589.6701,46300,22800,35100,30000
E02000745,628.9202,53100,23800,43300,34600
E02000746,515.6508,51900,24400,38200,32800
E02000747,543.351,59600,28000,40800,34900
E02000748,689.3874,51200,23800,44300,33500
E02000749,555.3629,48200,22900,35100,31600
E02000751,592.8336,66600,39100,45900,40900
E02000752,657.3353,49100,25400,37100,31100
E02000753,711.6436,53200,30700,41300,34100
E02000754,586.4661,61300,34000,43900,38200
E02000755,650.3173,55100,33300,40800,37800
E02000756,621.2987,54700,34000,42500,35700
E02000757,603.6623,69100,35800,45800,41500
E02000758,647.3159,55400,33400,41200,35500
E02000759,615.1335,62700,37700,44900,40600
E02000760,655.134,52500,28500,40500,33400
E02000762,635.5984,58300,30500,42100,36100
E02000763,559.956,54300,32600,41600,34700
E02000764,493.4962,66900,40000,44200,41400
E02000765,603.251,57300,29000,43200,35600
E02000767,601.8952,60600,31300,43800,35900
E02000768,489.1455,76700,43400,50100,46100
E02000770,560.2854,53400,27400,40800,34100
E02000772,634.0542,51800,27400,38900,34400
E02000773,524.2848,58400,29000,43000,35600
E02000774,540.291,52700,27000,40300,33300
E02000776,444.2611,55200,26400,43300,35600
E02000777,479.7609,69700,39300,47800,41700
E02000779,618.0954,47100,23200,36700,32600
E02000781,542.4685,52600,28200,40400,33400
E02000782,488.7011,46700,22900,36300,28800
E02000783,553.6882,45800,20600,35800,29200
E02000784,831.7183,72000,48100,52300,50500
E02000785,753.225,84900,53100,54500,50800
E02000786,719.1059,75300,45200,52600,46400
E02000787,651.0118,73800,40400,53300,43700
E02000788,590.1253,78000,47700,53100,45400
E02000789,677.3936,77000,44500,53600,46700
E02000790,764.7225,89400,53500,56900,53000
E02000791,814.0201,90400,52600,57200,54400
E02000792,640.6491,78500,47100,55200,49200
E02000793,542.8785,62700,35900,45200,40600
E02000794,641.066,80800,47500,53000,48400
E02000795,635.9844,75000,48300,55300,48000
E02000796,564.6552,57100,33800,43900,36400
E02000797,455.2952,80200,46400,51600,47600
E02000798,577.1486,66300,39900,46400,41500
E02000799,453.9991,74600,47800,52900,50200
E02000800,600.8138,56400,32500,47000,37000
E02000801,529.3716,77300,46300,50400,48900
E02000802,585.4985,67800,43900,46000,42600
E02000803,543.0746,56400,36200,40400,38700
E02000804,521.9984,68600,42500,46800,44400
E02000805,543.0008,71200,44000,47000,46300
E02000806,498.8724,66900,43800,46200,42900
E02000807,404.0044,83000,39300,55500,47300
E02000808,330.4247,66700,38200,48300,49500
E02000810,418.5374,60400,29900,42000,39700
E02000812,373.2561,54800,28400,40200,36500
E02000813,406.0938,55400,28300,39800,38100
E02000814,410.8671,77200,42100,55000,48500
E02000815,418.192,61000,30000,41700,40200
E02000816,398.1266,52500,27700,37600,34900
E02000817,353.6691,45500,23700,33200,31500
E02000818,379.0234,53700,29600,38100,37900
E02000819,435.821,46600,24600,34100,34400
E02000820,491.6826,53800,29400,38500,39600
E02000821,350.8599,45500,22900,34100,32400
E02000822,423.689,44100,21000,29800,29500
E02000823,448.0864,50900,25600,36600,35400
E02000824,443.597,43000,22100,32800,31000
E02000825,442.2974,45200,23800,33700,33000
E02000826,395.9242,50400,27500,36500,35300
E02000827,452.9251,48800,26500,34500,35800
E02000828,449.5133,48300,23800,35400,33200
E02000829,462.055,50000,26600,35000,34600
E02000830,406.125,63800,33200,43000,41400
E02000831,417.4202,62500,35500,41600,41200
E02000832,461.6985,50300,27600,35700,34800
E02000833,522.2904,56800,30400,38400,37100
E02000834,502.7506,72200,39700,45700,42900
E02000835,485.1998,63700,36400,45000,41000
E02000836,523.594,77800,45800,50600,48100
E02000837,527.8462,90600,49500,58600,50700
E02000838,555.7599,64500,36000,43800,40200
E02000839,549.2728,66600,38100,49300,45100
E02000840,674.9214,45700,25700,33200,29700
E02000841,689.0565,47900,25100,33800,30300
E02000842,657.5971,60100,33100,41800,36300
E02000843,636.0969,60500,33800,40900,38600
E02000844,646.7133,52600,31500,38900,33200
E02000845,673.9974,65900,37100,45200,40100
E02000846,628.5403,62500,36000,44800,36200
E02000847,638.1668,58000,39000,39100,36800
E02000848,649.3779,60600,35700,42600,39500
E02000849,667.0268,57300,33700,39800,36600
E02000850,693.3832,58700,35400,40700,36400
E02000851,546.6535,53000,29800,37400,34300
E02000852,645.1576,62200,36200,42700,39300
E02000853,733.6464,57400,36500,40800,34000
E02000854,600.7601,64100,41000,42900,40400
E02000855,543.4845,62400,38500,41800,41200
E02000856,612.681,59800,36300,40700,39900
E02000857,591.0424,58300,33400,39000,36800
E02000858,611.579,45600,28000,34900,32200
E02000859,558.997,53900,34900,38400,36700
E02000860,580.688,53000,30800,36200,36300
E02000861,585.506,73200,41800,48500,44600
E02000863,685.1809,61900,39400,43000,39100
E02000864,363.8729,53000,28300,37500,33100
E02000865,286.7947,50800,25100,36800,32000
E02000866,315.5716,61200,32000,41500,37300
E02000867,433.5101,61300,31900,43800,37700
E02000868,254.1046,56500,24900,39700,34100
E02000869,289.2322,51900,27200,36100,35700
E02000870,313.8275,53600,27000,37200,34800
E02000871,352.0543,49900,24600,37900,32400
E02000872,272.4711,56200,27000,40200,38000
E02000873,313.5359,51600,25500,41100,32500
E02000874,308.3872,48800,24000,36900,32100
E02000875,316.7045,51000,24000,38000,32000
E02000876,343.7213,51400,24300,38900,34400
E02000877,292.817,52000,24200,41400,31400
E02000878,301.4041,61300,29900,45800,40300
E02000879,337.2713,46600,24300,35400,30700
E02000880,315.0913,50500,23100,37400,31600
E02000881,321.8826,51200,25100,39000,32100
E02000882,303.8279,50400,22700,38500,32800
E02000883,347.5204,45200,20800,36400,29600
E02000884,277.4438,60700,27200,47500,37300
E02000885,381.6513,46600,22400,34900,29200
E02000886,374.7706,68500,32500,51200,40100
E02000887,364.3869,48700,23200,37100,31700
E02000888,455.6365,68700,36200,52100,44900
E02000889,419.7326,71000,36100,49700,42700
E02000890,663.0725,96600,46100,58200,51600
E02000893,539.0788,61600,30200,45900,37200
E02000894,545.7437,80100,35600,57200,44400
E02000895,582.2138,50600,30800,39300,32900
E02000896,549.549,58900,39100,42600,40700
E02000897,569.1332,52800,30900,39800,34000
E02000898,549.8957,53300,32100,39500,35200
E02000899,586.8931,54600,28500,43200,34800
E02000900,624.7066,51900,28800,41700,33500
E02000901,563.9026,66000,35600,46300,38000
E02000902,611.8157,54100,29800,40700,34300
E02000903,562.7979,51200,25200,37100,30300
E02000904,606.6493,57500,32300,42400,36500
E02000905,583.2487,58200,28100,41800,32200
E02000906,548.9364,55300,28000,37300,32100
E02000907,539.7193,46200,23700,36000,31300
E02000908,531.7172,55200,30100,36800,33700
E02000909,536.3698,62300,33700,44600,37200
E02000910,492.4729,56000,28800,40800,34600
E02000911,487.9821,54300,28300,38900,33900
E02000912,504.6055,54600,26100,40800,31600
E02000913,476.7464,58400,30000,43100,34600
E02000914,510.8878,49300,22800,37800,30900
E02000915,508.5444,62500,31800,43000,37900
E02000916,491.387,55100,29000,38700,34800
E02000917,539.0408,59600,30400,41500,35500
E02000918,494.9068,57700,29400,42600,36100
E02000919,510.239,55400,29200,39300,33900
E02000920,483.7505,50500,25900,36800,33200
E02000921,439.2525,49200,22900,35500,31300
E02000922,495.549,52700,27900,36500,32600
E02000923,495.1217,70800,39300,51000,47600
E02000925,478.3331,56100,30200,41500,39600
E02000926,478.7038,73800,43700,50600,48500
E02000927,428.4702,66900,34900,46900,42800
E02000928,530.6278,82100,48500,52400,48700
E02000929,385.8557,48000,25700,35200,34500
E02000930,412.4202,81200,36800,49200,46500
E02000931,558.9337,108100,54400,64500,51800
E02000932,549.1492,90300,48700,53900,53100
E02000933,581.9458,76200,42100,49600,48700
E02000934,523.1411,79800,41600,49800,49100
E02000935,424.3312,38900,23000,30900,31200
E02000936,544.9191,80700,44200,54600,51200
E02000937,695.7175,94000,48500,58100,53900
E02000938,566.2475,57900,32800,46200,38300
E02000939,666.6318,91600,50200,56700,51100
E02000940,482.2039,68000,33300,45800,42200
E02000941,591.4372,79200,45900,53200,47400
E02000942,575.4152,89900,45800,58200,49100
E02000943,428.7731,87000,47800,52300,51000
E02000944,520.5497,55800,28800,41300,35300
E02000945,408.3005,46000,25400,37100,32000
E02000946,531.3622,74800,38000,47700,41700
E02000947,506.9932,88100,40200,53200,43900
E02000948,403.5563,81000,41700,48500,45200
E02000949,495.6636,93800,49900,55500,52700
E02000950,590.2043,66500,37100,49600,42000
E02000951,514.5253,75300,36300,47900,45000
E02000952,533.3919,73100,38600,46500,46800
E02000953,465.5095,79000,41000,46500,46800
E02000954,538.768,73100,38000,48000,41700
E02000955,493.0093,60700,31800,42600,38000
E02000956,425.8078,58700,28700,41300,35600
E02000957,429.4122,65300,36400,42700,40400
E02000958,470.5634,64300,37000,46100,40300
E02000959,507.7696,56000,30100,40600,36600
E02000960,353.3375,76700,47100,52400,53800
E02000961,401.7965,67400,39400,62200,52000
E02000962,419.7781,67100,38300,51500,45500
E02000963,387.1353,51100,29500,41000,35400
E02000964,397.1651,54200,30000,42200,38300
E02000965,500.5939,76500,42200,59100,50000
E02000966,493.3029,82300,50300,60200,52700
E02000967,476.3368,89100,50400,56500,54200
E02000968,276.6462,42300,22000,34300,30900
E02000969,373.4025,45600,23900,36300,32800
E02000970,364.7637,88500,54500,63100,61600
E02000971,548.376,68500,42100,53600,53400
E02000972,281.62,64300,35500,51100,51900
E02000973,318.0437,68300,42200,49300,50100
E02000974,459.2638,66500,38600,50600,52000
E02000975,434.6411,75700,38800,53700,52300
E02000976,421.2739,66900,36900,50000,48900
E02000977,371.4069,68500,45700,49900,56000
E02000978,445.5594,86100,59700,55600,67000
E02000979,493.3793,68800,45300,50300,51900
E02000980,356.8534,59300,38200,44800,44500
E02000981,358.0101,78100,41600,55400,55400
E02000982,391.2787,53000,35200,41800,43200
E02000983,366.3489,61500,31900,48600,43500
E02000984,700.1263,54700,35500,38200,36000
E02000985,714.4471,48200,32200,36100,34000
E02000986,649.4262,43200,28200,31000,29800
E02000987,538.1544,35700,25400,28000,28600
E02000988,607.5475,35300,22600,28100,25800
E02000989,649.7904,44000,31300,33900,31300
E02000990,639.4726,45000,30700,33900,31700
E02000991,540.2961,42100,27000,31700,29700
E02000992,672.6823,43600,28400,32100,30000
E02000993,572.1162,34200,21400,28400,25100
E02000994,400.3371,29800,18100,24000,22000
E02000995,587.0222,41300,27700,34400,30300
E02000996,568.0734,32000,20300,26900,24100
E02000997,692.0619,44500,29700,34800,32100
E02000998,406.8004,32500,18900,28000,23400
E02000999,244.0068,26400,18200,21900,22300
E02001000,475.5026,33900,22500,27000,26300
E02001001,442.6525,43300,26900,35700,30500
E02001002,648.7635,36300,24900,28700,27200
E02001003,513.8355,50500,33200,37100,34700
E02001004,221.9655,30400,16200,24800,21100
E02001005,332.565,33000,19700,27700,23100
E02001006,347.7493,33800,19300,28400,22500
E02001007,697.4646,36600,26000,28300,28300
E02001008,333.1192,29200,18200,24000,21600
E02001009,400.3281,33800,22200,27600,25000
E02001010,541.4714,34200,19600,27200,24400
E02001011,691.5206,47000,32100,33900,33400
E02001012,559.4507,38400,22000,30700,25100
E02001013,497.3963,45600,30800,35600,31600
E02001014,715.6912,36700,24300,28000,27600
E02001015,559.6278,30900,22400,23900,26100
E02001016,628.3922,34900,22300,27800,25200
E02001017,634.0176,38700,26300,30000,29100
E02001018,746.048,46800,30000,35000,31800
E02001019,674.7925,43700,30500,32000,32200
E02001020,603.605,51300,35000,38700,35500
E02001021,605.1446,52100,35200,37500,36100
E02001022,515.8428,40700,28700,32000,30000
E02001023,711.2875,44300,31100,35600,32100
E02001024,681.5943,44000,30400,33500,32100
E02001025,572.0652,34700,22400,28100,26000
E02001026,511.4014,32700,19800,25700,23500
E02001027,695.0164,38600,25500,29100,28800
E02001028,622.5164,50900,34200,36400,33600
E02001029,485.7994,35400,21500,28800,24600
E02001030,564.9415,47200,31300,35700,33700
E02001031,555.1062,39300,26900,31300,29200
E02001032,691.9862,39000,26800,29400,29500
E02001033,657.7432,37100,25400,29400,28300
E02001034,662.4761,31000,22200,24500,26400
E02001035,639.7245,48300,31200,36300,32600
E02001036,715.1068,41400,27800,33000,30600
E02001037,621.0436,52500,34800,38800,34300
E02001038,624.0458,39100,27500,30400,29700
E02001039,611.7072,38200,24900,31100,27300
E02001040,524.0486,46100,30800,36200,31800
E02001041,523.824,41400,27500,31900,30000
E02001042,552.7056,46500,30800,35800,32300
E02001043,557.171,45700,28800,35500,32000
E02001044,458.744,44700,28400,37500,27200
E02001045,489.1662,33700,22500,28400,26000
E02001046,511.5232,36700,23600,31900,26400
E02001047,633.1686,35200,23100,29600,26700
E02001048,388.0408,38100,23700,32500,26400
E02001049,627.5641,36400,25100,29900,27500
E02001050,425.1414,33800,21500,29700,25600
E02001051,450.6032,34300,23300,29800,25900
E02001052,282.5096,33700,18600,29000,22100
E02001053,437.9951,29500,18700,24800,22400
E02001055,498.1622,31400,21900,26200,24900
E02001056,422.7853,29600,20700,26000,24900
E02001059,453.8394,33400,21700,28400,24600
E02001061,430.0044,33200,21400,27900,24600
E02001062,222.3267,33400,19900,28300,23400
E02001063,205.5861,31400,22200,28300,24200
E02001064,303.441,32100,20500,26400,22800
E02001065,432.788,34100,22200,28400,25400
E02001066,181.7444,29800,19700,26100,22500
E02001067,466.2695,33000,19500,27500,23000
E02001068,210.1581,29300,18300,25900,22400
E02001069,233.2656,33800,19800,30600,23500
E02001070,159.2548,34000,21000,31700,24200
E02001072,331.1313,40700,26000,32600,29000
E02001073,416.5539,53700,32300,37600,33200
E02001074,334.8146,39100,24200,32800,26600
E02001075,339.1817,37100,24300,30400,26200
E02001076,172.8859,33900,21900,30800,26200
E02001077,410.6714,57400,35100,42100,35800
E02001078,376.0055,41300,27200,33700,28000
E02001079,317.4081,37500,24300,32700,26900
