LSOA21CD,ViolenceSex_1kPersons_15plus,Robbery_1kPersons_15plus,BikeTheft_1kPersons_15plus,Burglary_1kPersons_15plus,Shoplifting_1kPersons_15plus,TheftPerson_1kPersons_15plus,VehicleCrime_1kPersons_15plus,TheftOffences_1kPersons_15plus,CrimDamageArson_1kPersons_15plus,Drugs_1kPersons_15plus,PossessionWeapons_1kPersons_15plus,PublicOrder_1kPersons_15plus,TotExclASB_1kPersons_15plus,ASB_1kPersons_15plus
E01000968,25.81,2.53,2.24,14.31,0,7.01,25.53,49.1,6.17,1.68,0.56,5.61,104.38,35.35
E01000969,14.57,2.69,0.9,9.64,3.59,3.14,15.02,32.28,6.05,0.45,0,4.71,65.02,7.85
E01000970,26.48,1.99,1.42,8.26,0.57,4.56,13.38,28.19,14.24,2.28,0.57,8.26,97.67,42.14
E01000971,8.65,1.33,0.67,2.66,0,0.33,9.65,13.31,3.99,1.66,0.67,2.33,33.6,18.96
E01000972,48.27,7.23,4.89,12.97,63.8,31.69,16.8,130.14,10.42,3.19,1.06,18.29,248.17,68.69
E01000973,37.85,5.34,3.56,12.46,10.03,14.88,12.94,53.87,6.63,3.88,0.49,11.97,131.19,60.01
E01000974,31.5,2.6,0.52,11.19,5.21,4.69,15.62,37.22,9.89,1.3,0.78,8.59,103.6,32.28
E01000975,22.87,3.94,0.94,6.37,2.06,1.87,8.62,19.87,4.5,2.81,0.37,3.94,64.1,10.87
E01000976,42.17,6.15,0.64,12.29,34.75,1.7,17.16,66.54,12.29,5.3,2.33,6.99,149.61,57.43
E01000977,55.13,2.25,0.68,9,0.9,1.35,13.73,25.65,9.68,4.28,0.68,7.65,118.14,40.05
E01000978,26.31,0.75,0.25,8.27,0,0.25,6.01,14.79,5.76,3.26,0,4.76,60.65,18.55
E01000979,29.7,1.98,0.99,9.65,8.42,0.74,10.89,30.69,6.68,4.21,0.74,6.44,95.8,28.22
E01000980,15.51,0.61,0,2.13,0,0.3,11.86,14.29,4.56,1.22,0.61,2.43,43.17,12.16
E01000981,23.19,0.53,0,3.69,0.79,0.79,14.76,20.03,2.9,1.58,0,4.48,56.13,17.13
E01000982,31.91,1.93,0,5.23,0,0,12.38,17.6,4.95,1.93,0.28,3.58,70.42,21.46
E01000983,20.73,2.36,0.24,8.24,1.65,0.94,12.48,23.55,4.47,0.24,0.47,6.59,62.88,42.63
E01000984,33.32,1.68,0.24,7.43,0.96,0.48,12.46,21.57,7.19,3.12,0.72,3.36,78.14,12.94
E01000985,16.98,1.49,0.3,3.57,0.3,0.3,11.02,15.49,5.36,2.98,0,2.08,47.95,8.93
E01000986,36.61,7.17,0.74,13.11,37.11,1.48,16.08,68.52,6.43,2.23,0,7.17,132.1,13.36
E01000987,17.99,3.47,0,2.53,5.05,0.63,11.99,20.2,2.21,1.58,0,4.73,53.66,7.89
E01000989,11.41,0.51,0.25,2.03,0,0,14.96,17.24,4.56,1.01,0,2.28,40.57,8.11
E01000990,31.88,3.4,0,5.26,2.17,0.62,12.69,20.74,7.43,7.12,0.62,7.74,84.18,15.47
E01000991,12.71,0.72,0.24,1.68,0.48,0.24,11.75,14.39,6,4.32,0.72,2.4,45.09,7.2
E01000992,44.98,4.5,0,4.5,6.39,0.24,10.42,21.54,8.05,6.16,1.66,4.97,111.98,23.2
E01000993,27.63,7.26,1.12,6.98,13.95,0,15.07,37.12,5.58,3.07,0,7.54,92.1,13.4
E01000994,24.81,2.54,1.13,2.82,0,1.13,13.25,18.32,5.07,2.54,0.56,1.97,58.63,49.05
E01000995,47.37,5.38,2.15,5.92,4.84,2.69,19.65,35.26,8.34,7.27,1.35,8.88,134.58,19.11
E01000996,15.88,0.65,0,0.65,0,0.97,11.34,12.96,6.81,3.57,0.65,1.3,47.97,15.56
E01000997,28.79,2.3,0,4.32,2.3,0.86,12.09,19.58,9.5,3.17,0.58,8.35,80.9,27.06
E01000998,40.94,2.43,0.61,2.43,3.34,0.91,10.92,18.2,8.8,7.58,0.61,5.46,94.32,35.79
E01000999,16.1,1.34,0,2.68,0,1.68,12.75,17.11,2.35,1.01,1.01,2.68,43.94,21.8
E01001000,51.85,6.69,0.67,5.35,3.01,2.34,12.38,23.75,6.69,3.68,1.34,7.03,108.39,29.1
E01001001,41.77,0.97,0,6.15,0,0.65,15.54,22.34,7.12,5.18,0.97,8.74,95.52,22.34
E01001002,19.43,0.31,0,0.31,0.31,0.62,10.79,12.03,2.16,2.47,0.31,3.39,44.41,27.14
E01001003,14.58,0.58,0.29,1.75,0,0,7.58,9.62,2.92,1.46,0,0,32.37,20.12
E01001004,48.5,2.33,0.21,5.29,0,0.85,15.88,22.24,7.84,5.51,1.91,8.26,103.56,27.32
E01001005,28.4,4.78,1.33,7.17,1.06,2.12,8.49,20.17,6.64,5.04,1.86,4.51,80.42,30.79
E01001006,46.56,6.42,0.27,12.84,45.22,1.34,21.67,81.34,10.97,5.62,1.61,7.22,169.11,58.6
E01001007,20.47,3.18,0.23,6.37,0.23,0.68,13.19,20.69,4.32,1.82,0.23,5.69,58.45,16.15
E01001008,43.59,6.75,0,3.66,12.09,3.66,26.44,45.84,11.81,7.87,1.41,7.59,132.18,20.53
E01001009,28.01,2.8,0.7,3.03,2.57,1.63,14.94,22.87,5.37,4.9,0,5.37,73.99,39.44
E01001010,60.56,10.77,1.88,10.5,11.57,5.11,46.83,75.9,16.15,8.61,0.81,12.11,213.98,39.57
E01001011,62.4,5.58,1.03,10.95,1.24,4.13,20.25,37.6,13.84,9.71,1.24,8.68,147.52,53.31
E01001012,65.15,9.75,2.66,10.19,0.66,3.1,17.06,33.68,14.4,13.07,3.1,11.97,159.33,80.88
E01001013,134.83,31.84,3.07,11.2,83.88,21.08,23.06,142.29,27.89,63.46,3.51,36.01,448.84,129.78
E01001015,35.09,1.24,0.31,3.42,0,0.31,14.6,18.63,9.32,4.04,0.31,4.97,80.74,18.94
E01001016,24.21,1.02,0,6.12,0,0.76,11.47,18.35,9.68,1.27,0.25,3.31,63.2,13.51
E01001017,11.3,1.35,0.81,4.58,0,0.27,5.92,11.57,3.5,2.42,0,1.35,33.91,8.61
E01001018,15.15,2.71,0,3.25,2.98,0.54,7.31,14.07,3.52,1.62,0.54,1.08,39.5,11.09
E01001019,18.34,0.3,0,3.55,0,0,7.69,11.24,2.07,0.59,0,3.25,37.87,4.73
E01001020,27.57,1.67,0,2.23,0.56,0.28,8.07,11.14,3.34,1.67,0.84,3.06,55.69,22
E01001021,48.58,0.34,0.34,4.79,0,0,5.47,10.6,11.29,4.79,0.34,3.42,89.63,21.21
E01001022,20.68,0,0,3.73,0,0,6.03,9.77,3.16,0.57,0,3.16,42.22,8.9
E01001023,43.27,2.7,1.08,8.11,18.93,1.08,10.82,40.02,12.98,3.61,0.18,10.64,126.02,19.83
E01001024,9.63,0.66,0,3.65,0,0,7.97,11.62,1.33,1,0.33,1,29.89,12.62
E01001025,6.39,0,0,1.01,0,0,7.39,8.4,3.7,1.01,0.67,1.34,30.58,12.1
E01001026,16.32,0,0,3.26,0.25,0.25,8.29,12.05,8.79,1.26,0,3.77,47.97,8.54
E01001027,10.12,0.83,0,3.32,0.33,0,7.14,10.79,2.99,1.33,0.17,1.83,42.16,10.79
E01001028,19.04,1.3,0,4.96,0,0.26,11.48,16.69,2.87,1.04,0,2.87,48,9.39
E01001029,12.39,0.76,0,8.85,0,0.76,14.41,24.02,3.79,1.01,0.25,2.28,48.05,6.32
E01001030,11.46,0.3,0,5.13,0,0.3,10.25,15.68,1.21,0.9,0,1.51,33.77,6.33
E01001031,18.84,2.99,0.3,1.79,2.99,0,13.46,18.54,4.19,0,0,1.2,48.74,6.88
E01001032,9.58,0.29,0,4.94,0,0,13.07,18.01,2.9,1.16,0.29,1.16,34.27,4.36
E01001033,34.32,2.39,0.8,7.71,2.66,1.6,15.69,28.46,5.32,2.13,1.06,5.85,97.89,26.07
E01001034,29.06,0.83,0.28,4.7,2.49,0.55,8.03,16.05,7.47,1.38,0.55,2.77,65.31,15.77
E01001035,25.69,0.94,0,3.54,0,0.71,9.19,13.43,3.77,1.65,0.24,2.83,54.2,11.31
E01001036,15.26,2.63,0,6.58,0.26,0.53,19.21,26.58,4.47,4.21,1.58,1.05,58.94,13.68
E01001037,37.03,9.33,0.6,12.34,19.87,2.11,9.93,44.85,5.72,6.92,3.01,9.63,135.46,34.02
E01001038,36.22,1.39,0.23,3.02,0,0.23,9.06,12.54,4.18,3.48,0.93,4.41,67.11,20.2
E01001039,14.55,0.58,0.29,2.62,0,0,6.69,9.6,2.33,3.2,0,2.04,34.91,10.18
E01001040,36.21,2.11,0,5.29,6.61,1.06,13.48,26.43,8.19,2.91,1.06,3.7,88,25.37
E01001041,30.48,1.31,0.79,4.47,1.05,0.26,11.04,17.6,4.2,5.25,0.79,5.25,70.15,17.34
E01001042,82.78,10.84,1.04,16.26,12.72,10.22,20.23,60.47,16.68,17.51,3.13,17.31,220.81,58.59
E01001044,19.18,1.51,0,7.33,0.22,0.43,10.13,18.11,2.8,0.86,0.86,3.45,53.24,4.53
E01001046,13.07,1.45,0.24,8.23,0,0.24,8.47,17.19,5.57,0.24,0.48,1.21,42.61,19.37
E01001047,44.69,7.66,0.77,8.43,0,1.02,6.13,16.34,8.68,6.89,0.77,6.13,90.65,31.15
E01001049,16.46,3.59,0,6.88,0,1.2,17.36,25.44,3.59,4.19,0.9,5.09,62.25,22.45
E01001050,19.23,2.56,0.26,6.15,0,1.28,6.92,14.62,3.59,2.05,0.26,4.62,49.49,15.64
E01001051,68.01,2.45,0,5.51,0,1.84,21.75,29.1,14.4,6.13,0.61,9.8,140,19.61
E01001052,10.64,1.29,0.64,0.64,0,0.32,5.16,6.77,4.51,0.97,0,0.64,26.11,1.93
E01001053,29.84,0.29,0,3.19,0.87,0,4.64,8.69,7.53,2.61,0.58,2.61,56.79,9.27
E01001054,26.49,0.77,0,2.57,0,0.51,10.29,13.37,6.17,4.11,0.26,1.8,59.66,11.57
E01001055,30.01,1.17,0.29,3.79,0.87,1.75,9.62,16.32,6.12,4.95,2.04,4.95,73.72,21.27
E01001056,55.29,0.85,0.85,4.27,0.57,0.85,7.98,14.53,7.69,3.13,0.85,4.56,93.76,18.52
E01001057,44.63,2.1,0,3.29,0.3,0.9,8.09,12.58,8.39,5.39,1.2,3.89,86.87,17.37
E01001058,4,0.67,0,1.33,0,0,4,5.34,2.34,0.67,0,0.33,17.01,6.67
E01001059,9.85,0.32,0,0.64,0,0,3.18,3.81,3.49,0.32,0,0.95,22.23,3.81
E01001060,26.51,1.44,0,3.75,0,0,10.66,14.41,11.81,0.58,0.29,4.61,66.85,23.34
E01001061,29.33,1.09,0.54,3.53,0,0.81,9.51,14.39,4.07,2.99,1.09,4.62,61.65,13.85
E01001062,22.59,3.31,0,5.79,29.75,0.83,14.05,50.41,4.13,6.34,0.83,5.23,103.31,7.44
E01001063,16.68,0,0,5.94,0,1.13,16.4,23.47,3.39,2.26,0.28,2.83,56.27,21.77
E01001064,27.85,4.47,0,6.83,5.25,1.31,11.56,24.96,9.2,21.81,0.79,6.83,100.11,16.82
E01001065,32.48,8.28,0,8.92,18.15,1.27,14.33,42.67,11.46,9.23,1.59,16.56,141.06,24.84
E01001066,39.11,0.32,0.32,1.58,0,0,8.52,10.41,11.98,2.52,0,4.73,75.69,26.18
E01001067,4.54,0.27,0,4.81,0,0,8.28,13.09,1.6,0.53,0.27,0.8,22.98,5.34
E01001068,18.34,0.24,0,3.18,0.24,0.24,6.11,9.78,2.69,1.96,0,2.93,40.11,12.96
E01001069,10.43,0,0,3.91,0,0,8.8,12.71,0.65,0,0,0.33,29,6.84
E01001070,21.18,1.28,0,4.59,1.28,0,13.27,19.14,3.57,1.53,0,5.1,62.01,14.29
E01001071,21.71,0.71,0.24,4.72,1.42,0,10.62,16.99,7.79,0.47,0.47,3.54,60.17,22.65
E01001072,12.27,0.29,0,3.71,0,0,5.42,9.13,2.57,0.29,0,2,29.68,6.28
E01001073,16.39,0.62,0,5.88,0,0.31,7.73,13.91,3.4,0.93,0.31,1.86,42.67,20.1
E01001074,42.07,0.93,0,7.95,1.17,0.23,11.22,20.57,9.35,2.8,0.7,6.54,95.12,29.21
E01001075,14.49,1.39,0,4.74,32.04,0.84,5.02,42.63,5.85,2.23,0,4.74,74.68,10.03
E01001076,54.46,4.68,1.17,6.44,19.91,2.05,6.44,36.01,10.83,6.73,1.17,18.45,142.59,70.27
E01001077,15.84,0.66,0,2.31,0,0.33,10.56,13.2,4.62,1.65,0.33,0.33,41.25,8.58
E01001078,43.29,2.24,0.32,6.73,9.94,0.32,8.98,26.29,13.47,4.49,1.28,7.05,109.67,43.93
E01001079,40.62,1.41,0,8.75,4.23,0.56,7.33,20.88,10.72,3.95,0.56,7.33,91.4,37.8
E01001080,54.25,5.58,0,9.61,23.56,0.31,5.89,39.37,9.61,7.13,1.24,8.99,132.06,28.21
E01001081,54.37,1.28,0,7.36,0,0.96,13.11,21.43,16.63,1.92,0.64,7.68,112.9,22.07
E01001082,41.04,0.9,0,5.39,0.6,0.9,9.88,16.77,11.08,4.79,1.2,6.59,89.26,20.67
E01001083,13.53,1.86,0,3.71,0,1.33,10.08,15.12,2.12,1.86,0.8,2.92,40.85,13.26
E01001084,20.03,2.45,0,3.12,1.78,0.89,9.57,15.36,4.01,2.67,0.89,5.79,55.86,16.91
E01001085,43.82,10.25,2.82,8.2,16.4,3.59,15.12,46.13,11.28,4.36,1.54,10.51,132.23,27.42
E01001086,13.97,1.47,0.25,4.17,0,2.21,11.76,18.38,1.72,2.7,0.49,1.47,46.07,11.52
E01001087,42.26,6.54,0.8,8.61,3.19,3.03,12.28,27.91,7.81,4.31,0.48,9.89,110.05,40.67
E01001088,17.82,3.14,0,1.83,0,0.52,14.15,16.51,4.45,2.88,0.26,1.57,48.47,18.6
E01001089,32.42,8.48,0.5,5.49,34.92,1,12.47,54.37,8.48,3.24,1,8.98,124.7,26.19
E01001090,30.49,2.41,1.4,3.21,0.6,1.4,14.84,21.46,7.62,2.01,0.4,5.01,73.81,17.65
E01001091,22,4.07,0.81,7.06,0.27,0.54,14.12,22.81,5.16,8.15,0.54,7.6,73.6,27.16
E01001092,28.73,2.45,0.22,7.79,0.22,0.45,9.13,17.81,5.79,5.34,0.89,3.56,70.81,12.69
E01001093,15.43,1,0.25,3.98,0,0.75,6.97,11.95,1.99,1.24,0,2.24,36.34,37.83
E01001094,21.3,0.26,0.26,10.25,0.53,0.79,11.04,22.88,3.94,1.58,0,2.37,58.63,12.36
E01001095,53.85,3.71,0,8.05,0.62,0.62,15.47,24.76,8.97,7.12,0.93,4.02,118.84,21.04
E01001096,6.91,0,0,4.8,0,0,8.11,12.91,2.7,0.3,0,1.2,26.12,4.2
E01001097,73.24,15.05,1.28,19.82,32.49,5.69,20.19,79.48,14.68,10.46,1.65,25.33,243.22,69.57
E01001098,9.35,0,0,5.13,0,0.3,11.46,16.89,4.52,1.51,0,1.81,38.29,7.54
E01001099,33.25,1.48,0,4.75,0,0,17.81,22.56,4.75,1.19,0,4.16,75.7,15.14
E01001100,11.3,0.29,0,4.06,0,0.29,9.85,14.2,1.16,2.9,0.29,1.16,34.19,11.3
E01001101,7.15,0,0,3.11,0,0,9.02,12.13,1.24,0,0,0.62,23.02,8.09
E01001102,15.18,3.5,0,4.96,6.71,0.58,12.26,24.51,4.67,0.88,0.88,4.38,56.33,12.26
E01001103,9.89,0.53,0,4.81,1.87,0,5.88,12.56,2.14,0.27,0,1.6,30.73,7.75
E01001104,17.73,1.04,0,6.52,0,0.52,9.91,16.94,2.35,1.82,0.52,2.09,46.92,14.86
E01001105,16.27,0,0,6.2,0,0.26,5.94,12.4,3.62,1.03,0.52,1.55,37.45,6.2
E01001106,32.42,0.29,0,3.5,3.21,0.29,4.09,11.1,2.92,2.04,0,3.21,59.58,9.93
E01001107,12.87,0.53,0.26,5.78,0,0,8.15,14.19,1.58,0.26,0,0.53,34.16,5.25
E01001108,11.07,0.5,0,3.27,0,0.25,9.31,12.83,3.27,0,0,0.5,31.2,4.03
E01001109,50.73,3.78,0.8,16.71,6.76,1.99,21.09,47.34,16.31,9.35,0.8,11.94,153.97,42.57
E01001110,53.94,2.21,0.22,8.4,0.88,1.11,15.47,26.08,11.05,9.51,0.88,7.96,127.11,50.4
E01001111,51.25,5.89,0.51,6.66,10.25,2.31,16.14,35.88,7.69,18.71,1.03,13.07,150.68,33.57
E01001112,24.18,1.15,0.23,5.53,0.23,0.46,4.84,11.28,8.29,4.15,0.23,3.92,59.88,21.19
E01001113,34.13,4.32,0.23,6.14,0,2.05,13.43,21.85,7.96,9.78,0.46,7.96,96.26,29.35
E01001114,53.39,3.07,0.92,9.82,0.61,0.92,19.64,31.91,13.2,7.06,1.84,5.22,125.82,31.3
E01001115,49.06,2.08,0,5.71,3.63,0.78,21.54,31.67,20.76,28.03,1.82,19.21,163.78,15.83
E01001116,63.2,2.44,0.92,10.08,16.18,2.14,18.93,48.24,12.52,9.46,2.14,14.04,175.25,55.87
E01001118,55.58,2.15,1.29,8.19,3.02,1.29,15.51,29.3,11.42,8.4,1.29,7.11,127.32,44.59
E01001119,5.15,0,0,1.82,0,0,4.84,6.66,2.12,0,0.61,1.21,18.17,6.06
E01001120,18.05,0,0,3.28,22.65,0,6.56,32.49,5.25,0.98,0.98,2.95,64.33,10.17
E01001121,10.85,0,0,3.19,0,0,6.06,9.25,1.91,1.28,0,1.91,27.75,3.83
E01001122,10.79,1.8,0.3,6.3,0,0.3,10.79,17.69,1.2,2.4,0.3,1.5,40.17,5.7
E01001123,5.82,0.53,0.53,4.23,0.26,0.79,10.85,16.67,1.06,0.79,0,1.59,29.91,9.79
E01001124,8.94,0,0,2.71,0,0,8.4,11.11,1.63,0.81,0,0.27,25.2,2.44
E01001125,32.24,5.15,0,5.69,11.11,2.44,7.86,27.1,9.75,2.17,0.27,10.84,92.13,17.34
E01001126,14.3,0.61,0,4.87,0,0,8.82,13.69,2.74,0.3,0,1.83,37.12,5.48
E01001127,8.47,0.79,0.26,2.65,0,0,11.38,14.29,1.59,0.53,0,0,27.26,3.71
E01001128,30.88,0.3,0,2.1,0.3,0.3,9.89,12.59,6.3,4.5,0.9,2.7,66.85,20.98
E01001129,12,0.6,0,6,0,0,12.9,18.9,1.8,1.8,0,1.2,39.3,5.7
E01001130,49.61,0.59,0.3,2.38,0,0.3,5.35,8.32,10.7,5.94,0.89,11.59,96.85,29.11
E01001131,20.96,0,0.59,1.48,3.25,0.3,10.63,16.23,5.61,1.48,0.3,2.95,51.36,13.58
E01001132,24.22,3.46,0,7.19,30.35,1.33,12.51,51.38,4.53,1.6,0.8,2.66,90.24,7.19
E01001133,10.07,1.03,0,4.13,0,0.77,10.07,14.98,2.32,2.07,0.52,0.77,33.57,10.59
E01001134,14.34,0.8,0,3.45,0,0,12.22,15.67,3.98,1.33,0,1.86,40.91,14.34
E01001135,13.32,3.33,0,5.89,2.05,1.02,15.11,24.07,4.61,2.82,0.26,5.63,72.98,12.29
E01001136,65.29,9.08,1.73,10.38,57.72,5.19,13.62,88.64,12.76,8.86,3.89,17.3,217.27,32.65
E01001137,47.03,2.1,0.42,5.25,0,0.84,18.27,24.77,6.93,4.62,0.21,8.4,100.99,32.54
E01001138,17.85,2.08,1.19,2.98,0,0.89,12.2,17.26,3.57,1.49,0,3.27,49.4,14.88
E01001139,31.18,2.11,0,5.29,1.85,0.79,22.46,30.39,11.1,5.02,0.26,6.61,96.19,20.08
E01001140,12.02,1.91,0.27,3.55,0,0.55,15.57,19.94,3.28,0.55,0,1.91,44.26,20.49
E01001141,10.96,0.71,0,1.06,0,0,9.54,10.6,1.77,0.35,0.35,1.06,27.92,5.3
E01001142,28.61,2.54,0.92,3.69,0.69,0.69,14.07,20.07,4.61,3,0.69,6,73.37,26.53
E01001143,39.13,2.81,0,4.92,0,1.64,15.93,22.49,9.14,5.39,0.23,6.33,93.02,42.17
E01001144,43.87,1.49,0.5,4.96,0,0.5,14.87,20.82,8.43,4.96,0.5,6.94,102.87,23.05
E01001145,47.07,7.24,0.26,6.21,3.36,1.29,9.57,20.69,11.38,7.76,0.26,8.02,106.3,49.92
E01001146,23.39,0.57,0,3.42,0,0.86,12.55,16.83,7.99,2,0.57,4.56,63.6,3.42
E01001147,38.94,2.37,0.26,7.1,0.26,2.1,12.1,21.84,8.68,4.74,1.05,8.68,98.14,23.68
E01001148,29.99,2,0,3.25,0.25,1.5,17.49,22.49,6.5,3.75,0.5,4.25,76.73,16.99
E01001149,26.84,1.47,0.29,2.36,0,0.29,13.27,16.22,4.72,3.24,0,4.42,61.05,25.07
E01001150,25.01,3.42,0.53,2.37,0,1.32,13.96,18.17,2.9,0.79,0,1.84,53.45,12.64
E01001151,58.82,3.58,0,5.88,0.26,1.53,16.62,24.29,12.53,5.88,2.05,6.65,122.24,42.19
E01001152,48.19,5.13,0.45,8.03,0.67,3.57,13.16,25.88,12.05,11.38,1.34,9.15,122.48,38.59
E01001153,35.1,4.22,0.53,2.37,0,1.06,15.57,19.53,7.65,2.64,0.26,4.49,77.85,20.85
E01001154,54.29,4.56,0.68,4.79,3.19,2.74,9.81,21.22,7.76,9.58,2.05,7.07,117.03,26.69
E01001155,96.55,13.04,2.76,7.77,17.55,7.27,19.06,54.42,18.06,16.3,2.26,21.07,242.01,84.26
E01001156,22.23,2.25,0.75,2,0,1.5,9.99,14.24,4,1.5,0.25,2.75,51.2,10.74
E01001157,23.05,2.97,0.5,2.23,0,1.74,16.86,21.32,4.21,1.74,0,3.72,62.71,13.63
E01001158,24.58,1.48,0,4.74,0,0.89,13.92,19.54,6.51,3.85,0.89,3.85,64.55,14.81
E01001159,25.75,3.31,0.24,4.73,0,0.47,15.12,20.56,5.67,2.84,0.95,5.67,68.05,28.59
E01001160,36.82,6.21,0.46,4.14,10.13,0.92,17.03,32.68,7.13,2.99,0.69,8.29,100.35,18.41
E01001161,41.1,2.76,0,1.75,0.25,1.75,16.79,20.55,7.02,6.01,1.25,4.76,87.46,21.05
E01001162,30.78,1.74,0.5,5.46,0,0.99,11.42,18.37,4.96,3.72,0.5,6.21,75.21,14.4
E01001163,10.75,0.45,0.22,1.57,0,0.67,10.52,12.99,4.7,1.57,0.22,3.36,37.17,13.88
E01001164,49.52,7.1,1.51,9.69,15.5,3.01,8.4,38.11,9.69,6.03,0.22,15.93,133.05,38.75
E01001165,42.27,6.56,0.49,6.8,2.43,1.7,13.36,24.78,8.74,3.16,0.24,6.07,93.76,31.58
E01001166,45.84,5.43,0.24,4.02,0.24,1.18,13.47,19.14,7.8,9.21,0.95,7.32,104.2,58.83
E01001167,41.61,6.31,1.58,8.28,8.28,2.56,21.69,42.4,11.83,5.72,0.59,12.42,131.34,59.36
E01001168,30.77,2.18,0.97,5.81,1.7,0.48,13.08,22.05,9.21,5.81,0.48,7.51,86,25.68
E01001169,37.23,0.52,0,4.98,0,0.26,13.9,19.14,7.34,3.67,0.26,4.98,77.34,23.86
E01001170,43.85,2.57,0.23,8.16,1.4,1.4,10.73,21.93,10.26,4.2,0.47,6.53,97.73,44.55
E01001171,19.57,1.02,0.51,6.86,0,0.25,10.93,18.55,3.56,2.8,0.25,3.56,53.62,16.77
E01001172,73.9,4.33,0.65,8.67,8.89,2.6,30.56,51.36,18.2,8.45,0.87,18.64,200.24,70.86
E01001173,36.28,1,0.17,5.02,0,0.33,9.36,14.88,4.68,3.51,0.67,4.18,73.23,24.41
E01001174,27.25,2.97,0,2.7,0,0.27,14.84,17.8,3.24,1.35,0.27,4.05,58.27,23.74
E01001175,46.37,2.81,0.28,4.22,0.84,1.12,13.77,20.23,10.12,4.78,0.28,6.74,101.45,17.42
E01001176,44.23,6.28,0.5,6.03,4.27,1.51,17.59,29.91,8.8,6.28,0.75,8.54,109.07,44.73
E01001177,58.45,6.2,0.81,10.24,2.69,1.35,19.93,35.02,10.24,4.85,1.89,9.7,148.15,23.16
E01001178,158.21,5.9,3.84,10.63,4.13,4.72,23.32,46.64,25.38,11.22,4.72,39.26,324.68,27.15
E01001179,29.7,2.52,0,10.09,0,0.84,20.17,31.1,7.28,5.6,1.12,3.92,84.33,16.25
E01001180,35.89,2.39,0.48,3.11,1.67,1.44,26.32,33.01,5.74,5.74,0.48,3.11,94.98,33.73
E01001181,65.28,3.06,0.24,12.49,6.13,1.89,14.61,35.35,12.49,9.66,0.94,13.9,154.83,75.89
E01001182,35.47,3.51,0.64,6.71,0.96,1.6,12.46,22.37,7.03,4.47,0.96,3.83,82.44,49.53
E01001183,56.68,10.87,0.78,4.92,19.93,2.07,22.78,50.47,11.65,6.99,1.81,16.56,206.28,44.26
E01001184,36.43,3.31,0.33,1.99,0,0.33,13.91,16.56,4.31,0.66,0.33,3.97,71.87,17.88
E01001185,32.02,1.59,0,3.44,0.79,1.06,11.64,16.94,6.88,3.18,0,3.71,71.72,9.53
E01001186,31.33,2.09,0.52,3.92,0,0,12.01,16.45,7.31,3.65,0.78,4.18,72.57,18.27
E01001187,34.58,2.94,0.9,4.75,0,0.9,18.08,24.63,7.46,1.81,0.23,4.75,85.2,18.31
E01001188,36.53,3.04,0.47,4.21,0.47,0.47,14.52,20.14,6.79,3.51,0.47,5.39,84.76,30.21
E01001189,34.92,3.34,0,2.97,0,0.74,13.74,17.46,8.17,4.46,0.74,4.46,80.23,37.52
E01001190,27.35,3.78,0,4.36,0,0.29,10.47,15.13,5.53,2.91,0.87,2.62,64.29,27.35
E01001191,47.27,6.72,0.67,7.17,7.17,1.57,17.03,33.61,9.86,7.62,0.45,9.86,125.02,68.78
E01001192,48.3,3.13,0.28,6.82,29.83,1.99,11.08,50,8.24,6.53,1.7,11.36,142.61,25.85
E01001193,40.77,1.5,0.25,3.25,0,0.5,15.26,19.26,8.5,4.25,0.25,5,87.03,22.51
E01001194,46.58,4.8,0,4.52,3.67,1.13,11.58,20.89,6.21,4.23,0.28,7.34,97.97,13.27
E01001195,23.29,1.54,0.51,13.05,0,1.54,14.33,29.43,1.79,1.79,0.77,4.86,69.86,19.45
E01001196,38.28,1.39,0.83,9.15,1.66,0.83,13.31,25.8,5.82,4.16,0.55,4.99,87.37,10.26
E01001197,15.4,1.74,0.99,2.48,0.5,0.5,13.16,17.64,3.73,1.99,0,2.48,46.94,18.38
E01001198,23.46,0,0.29,2.29,0.86,1.72,14.31,19.45,4.58,0.86,0.29,4.01,72.38,34.9
E01001199,27.06,1.05,0.79,6.31,1.84,1.31,11.04,21.28,6.04,1.58,0.26,6.04,72.25,29.95
E01001200,27.76,1.39,2.5,7.49,1.11,2.22,21.1,34.42,9.44,6.38,0.28,5.83,92.71,21.93
E01001201,17.37,0.27,0.54,2.17,0.27,0.27,15.47,18.72,6.24,1.09,0,5.16,55.9,19
E01001202,61.49,4.77,3.85,13.03,20.93,7.16,14.5,59.47,14.5,8.63,1.1,20.56,189.8,101.14
E01001203,30.43,2.28,2.03,3.8,7.35,1.27,11.92,26.37,6.09,2.79,0.51,10.65,91.04,81.91
E01001204,9.98,0.27,0,3.51,0,0,8.36,11.87,1.62,0.27,0,2.7,30.21,11.33
E01001205,32.15,1.84,0.53,4.74,0,0.53,9.49,15.28,4.22,2.9,0.53,5.53,67.72,26.88
E01001206,50.08,2.18,0,7.15,0,0.93,9.02,17.11,6.53,5.6,0.31,7.47,94.25,31.42
E01001207,27.23,1.98,0.25,3.96,0.25,0.74,13.37,18.57,5.2,1.73,0,6.19,64.36,25.74
E01001208,16.2,1.94,0,5.19,0,0.97,12.96,19.12,3.57,3.24,0,4.54,51.53,26.58
E01001209,25.75,1.84,1.58,6.83,11.82,0.53,13.4,34.16,3.94,1.05,0,6.04,78.03,31
E01001210,30.37,2.99,0.75,7.22,0.5,1,8.21,17.67,6.97,7.47,1,4.48,74.17,36.09
